step,date,window_id,cumulative_dir_acc,cumulative_return,rolling_12_dir_acc,rolling_12_sharpe
1,2020-09-01,0,1.0,0.06241928540680153,1.0,0.0
2,2020-10-01,1,0.5,-0.10619633062372091,0.5,-1.5084346376438909
3,2020-11-01,2,0.3333333333333333,-0.15436322204472785,0.3333333333333333,-1.920065874685364
4,2020-12-01,3,0.25,-0.19340253914987382,0.25,-2.173477557289181
5,2021-01-01,4,0.2,-0.22844502783732634,0.2,-2.372931906878984
6,2021-02-01,5,0.16666666666666666,-0.2382934684010366,0.16666666666666666,-2.234912778286205
7,2021-03-01,6,0.2857142857142857,-0.2149988323941413,0.2857142857142857,-1.6760831795172897
8,2021-04-01,7,0.375,-0.20256093128695463,0.375,-1.4102534180242559
9,2021-05-01,8,0.4444444444444444,-0.1919526578529157,0.4444444444444444,-1.21826821537775
10,2021-06-01,9,0.5,-0.15647308190792852,0.5,-0.8452920296187383
11,2021-07-01,10,0.5454545454545454,-0.12704772430006572,0.5454545454545454,-0.5993044638066304
12,2021-08-01,11,0.5833333333333334,-0.08495358471407577,0.5833333333333334,-0.3187046592289936
13,2021-09-01,12,0.6153846153846154,-0.06610497996858267,0.5833333333333334,-0.5480792179931255
14,2021-10-01,13,0.6428571428571429,-0.013533487083822626,0.6666666666666666,0.8345575948796875
15,2021-11-01,14,0.6666666666666666,0.03539838359654346,0.75,1.8240583813701114
16,2021-12-01,15,0.6875,0.05313455689758828,0.8333333333333334,2.895137079156064
17,2022-01-01,16,0.7058823529411765,0.10011749743214993,0.9166666666666666,5.460389076848106
18,2022-02-01,17,0.7222222222222222,0.1758740915666992,1.0,7.506105714391216
19,2022-03-01,18,0.7368421052631579,0.2086436554648663,1.0,7.416310703099471
20,2022-04-01,19,0.75,0.28820423222515856,1.0,8.03360287642387
21,2022-05-01,20,0.7619047619047619,0.33129557097916895,1.0,9.34025367196013
22,2022-06-01,21,0.7272727272727273,0.2158349826945105,0.9166666666666666,2.813686833508338
23,2022-07-01,22,0.7391304347826086,0.3256122468900966,0.9166666666666666,2.9761691274039306
24,2022-08-01,23,0.75,0.33371850883151066,0.9166666666666666,2.6505033483026024
25,2022-09-01,24,0.76,0.3851690730298798,0.9166666666666666,2.7805108316185856
26,2022-10-01,25,0.7692307692307693,0.4287496516593503,0.9166666666666666,2.6447683868272094
27,2022-11-01,26,0.7777777777777778,0.49830652254792307,0.9166666666666666,2.640405169596635
28,2022-12-01,27,0.7857142857142857,0.5299864871494562,0.9166666666666666,2.6744909716583263
29,2023-01-01,28,0.7586206896551724,0.49526189700094725,0.8333333333333334,2.0924892990580957
30,2023-02-01,29,0.7666666666666667,0.5021451847704277,0.8333333333333334,1.7356260999622806
31,2023-03-01,30,0.7741935483870968,0.5645143374104382,0.8333333333333334,1.8132835933822966
32,2023-04-01,31,0.75,0.45808103916573795,0.75,0.8357857498613509
33,2023-05-01,32,0.7575757575757576,0.5067907948794246,0.75,0.8355496568445774
34,2023-06-01,33,0.7352941176470589,0.458919982939231,0.75,1.3884110543273118
35,2023-07-01,34,0.7428571428571429,0.5043553944853822,0.75,1.1413717305365043
36,2023-08-01,35,0.7222222222222222,0.5015981448620586,0.6666666666666666,1.0684153678727497
37,2023-09-01,36,0.7297297297297297,0.5497156544764228,0.6666666666666666,1.0252162895390904
38,2023-10-01,37,0.7368421052631579,0.6597210832976543,0.6666666666666666,1.2298171599132788
39,2023-11-01,38,0.7435897435897436,0.7399283045985683,0.6666666666666666,1.2279767354969795
40,2023-12-01,39,0.75,0.8262737029362681,0.6666666666666666,1.3991036869083893
41,2024-01-01,40,0.7560975609756098,0.9073278336943351,0.75,1.9562643823698023
42,2024-02-01,41,0.7619047619047619,0.9460593147764,0.75,2.095385311665137
43,2024-03-01,42,0.7441860465116279,0.925703045793383,0.6666666666666666,1.6672250560285362
44,2024-04-01,43,0.7272727272727273,0.8678224505908199,0.6666666666666666,2.348471331141256
45,2024-05-01,44,0.7333333333333333,0.8825175340530249,0.6666666666666666,2.1159070004317138
46,2024-06-01,45,0.7391304347826086,0.9779047290364489,0.75,3.178487162525435
47,2024-07-01,46,0.7446808510638298,1.0453517678655468,0.75,3.2022576199005064
48,2024-08-01,47,0.75,1.1847519879950839,0.8333333333333334,3.805934545876162
49,2024-09-01,48,0.7346938775510204,1.0676619197316302,0.75,2.3014735101483526
50,2024-10-01,49,0.72,0.9880684326589844,0.6666666666666666,1.4243254301074844
51,2024-11-01,50,0.7254901960784313,1.0434662946027404,0.6666666666666666,1.3063894375807752
52,2024-12-01,51,0.7307692307692307,1.0607375844592584,0.6666666666666666,1.0329341769213114
53,2025-01-01,52,0.7169811320754716,0.9464109500925866,0.5833333333333334,0.21819944521673185
54,2025-02-01,53,0.7037037037037037,0.8913979891882202,0.5,-0.14145224776157692
55,2025-03-01,54,0.6909090909090909,0.8648869354632869,0.5,-0.16726389271530756
56,2025-04-01,55,0.6964285714285714,0.9340472275725276,0.5833333333333334,0.32237632645027364
57,2025-05-01,56,0.7017543859649122,1.007078775481752,0.5833333333333334,0.5250613628341135
58,2025-06-01,57,0.7068965517241379,1.0079231502295358,0.5833333333333334,0.17964046265397415
59,2025-07-01,58,0.6949152542372882,0.9666644553618058,0.5,-0.23467279281130146
60,2025-08-01,59,0.7,1.1213180521459343,0.5,-0.147727046983388
61,2025-09-01,60,0.7049180327868853,1.2557547294016862,0.5833333333333334,0.701375621057634
62,2025-10-01,61,0.7096774193548387,1.3185575767287072,0.6666666666666666,1.2547610613007665
63,2025-11-01,62,0.7142857142857143,1.4278316389077084,0.6666666666666666,1.3674016141826055
64,2025-12-01,63,0.71875,1.537255036717633,0.6666666666666666,1.6090294562637302
65,2026-01-01,64,0.7230769230769231,1.5677835064107595,0.75,2.537480195183354
66,2026-02-01,65,0.7272727272727273,1.7223580750805896,0.8333333333333334,3.625357514894659
67,2026-03-01,66,0.7313432835820896,1.8182579632384264,0.9166666666666666,4.611347659449257
68,2026-04-01,67,0.7352941176470589,1.8982678291439243,0.9166666666666666,4.506409105285287
69,2026-05-01,68,0.7246376811594203,1.8625171838673724,0.8333333333333334,3.5681471414396957
70,2026-06-01,69,0.7142857142857143,1.7398547252261665,0.75,2.6477630573056463
