month,is_complete_period,available_at,source_status,strict_backtest_eligible,pca_001,pca_002,pca_003,pca_004,pca_005,pca_006,pca_007,pca_008,pca_009,pca_010,pca_011,pca_012,pca_013,pca_014,pca_015,pca_016,pca_017,pca_018,pca_019,pca_020,pca_021,pca_022,pca_023,pca_024,pca_025,pca_026,pca_027,pca_028,pca_029,pca_030,pca_031,pca_032
2017-05-01,True,,legacy_unknown_provenance,False,-0.18958497,0.07187297,0.362873,0.011703361,0.11780329,0.14001757,0.0707906,0.09830932,0.17895085,0.032368865,0.032374874,0.031784564,0.083880864,0.000888207,0.072607525,0.062767304,-0.00262638,0.047993246,-0.04823844,0.03920979,-0.004702276,0.028875435,0.021221353,-0.010822715,-0.026571225,-0.027787574,-0.033614505,-0.009830738,-0.025180046,0.010280253,-0.029354934,0.049952824
2017-06-01,True,,legacy_unknown_provenance,False,-0.32428816,0.18919103,-0.021205682,-0.04911912,0.010754319,0.03425644,-0.18848783,0.06495541,-0.04676755,-0.25002524,0.13449955,0.061044376,0.03986004,0.071862295,-0.020769393,0.10370881,-0.023297742,0.11071494,0.021499306,0.003865819,-0.038051005,0.008642892,-0.03413557,-0.043052863,-0.03637164,-0.07819901,-0.023145277,0.17077562,-0.003376989,-0.025496699,0.06313434,0.1331039
2017-07-01,True,,legacy_unknown_provenance,False,-0.069150686,0.047922086,0.37962034,-0.01384595,-0.045885164,0.032976262,-0.031380314,0.1192733,0.15405709,-0.08214419,-0.07343651,0.19607365,0.053442862,0.077932,0.14920068,-0.04296759,0.05346685,0.06314347,-0.008135518,-0.017123677,0.04239797,-0.020257197,0.029278798,-0.066058606,-0.030212166,0.03004703,0.003605038,-0.06780918,0.024359481,0.016374342,-0.015302033,0.026759584
2017-08-01,True,,legacy_unknown_provenance,False,-0.15577765,-0.14523584,0.16851333,-0.023970705,-0.033322535,-0.11372486,-0.10970323,-0.005672492,0.1277562,0.007114288,-0.12977163,0.10899349,-0.006925783,-0.11667859,-0.06767806,-0.010347906,-0.05904172,-0.020696227,0.008737616,0.000384523,0.06385714,-0.007822586,-0.124759324,0.060365587,-0.07505919,-0.041690275,0.015245538,0.088227235,0.031163469,0.042702198,-0.05905677,0.08144294
2017-09-01,True,,legacy_unknown_provenance,False,-0.21613364,-0.01971616,0.35494328,0.07502547,-0.10350144,0.014979711,0.0239053,-0.034620225,0.11161223,0.03901352,0.058462232,0.054837972,0.03339181,0.091277115,0.06668444,0.009906647,0.027945966,0.08402375,0.101183236,-0.021894386,0.022712903,-0.049207427,0.059724804,0.034192406,-0.001621899,-0.01591303,-0.002634434,0.018246206,-0.001086185,-0.018945942,-0.06970238,-0.006638252
2017-10-01,True,,legacy_unknown_provenance,False,-0.3536301,0.06864184,-0.026168363,0.014999813,-0.19194192,-0.07631674,0.12802054,0.16281065,0.098434635,-0.13476373,0.03930758,0.018569645,0.047168963,0.027119322,0.13753551,-0.027523564,-0.07744174,0.008957915,-0.05378995,-0.012469092,0.02482742,0.010910755,-0.052876715,0.11599312,-0.05108564,0.027816495,-0.016548388,-0.018888026,0.02180429,-0.023779776,0.03014196,-0.005384574
2017-11-01,True,,legacy_unknown_provenance,False,0.18902503,-0.10747411,0.30195254,0.040492013,-0.1865414,0.014630993,0.076540634,-0.08346645,-0.028649352,-0.04812916,0.25452548,0.154843,0.017319422,-0.1557041,-0.10417649,-0.018013062,0.01217122,0.11275613,-0.15372719,0.052448478,0.052071307,-0.12778784,-0.09430223,-0.066540375,-0.0232545,-0.08024031,0.11619762,-0.015229331,0.07663318,0.021433348,-0.016519068,0.05477123
2017-12-01,True,,legacy_unknown_provenance,False,0.1896272,0.20346475,0.008203527,-0.095279336,-0.2301312,-0.076567635,0.06683025,0.28636873,-0.008967765,-0.06593667,-0.21756382,-0.061684284,-0.01703034,-0.039504237,0.024056386,-0.07966899,-0.005312098,0.111909874,0.030490018,-0.03935254,-0.0699563,-0.009791159,-0.04173616,0.056900032,-0.13795015,-0.03066168,-0.053318556,0.046205793,-0.052710723,-0.021695413,-0.040231057,0.056810368
2018-01-01,True,,legacy_unknown_provenance,False,-0.37544698,0.08845784,-0.055689022,0.025527393,-0.15251,0.07607591,0.047738165,-0.04870895,0.14807016,0.026138423,-0.022235189,-0.06638634,-0.03853848,-0.13586767,0.039232194,0.017940704,-0.002993764,-0.06858162,0.09039038,-0.016998885,-0.048070848,0.007710757,0.029481785,0.08329437,0.036429737,0.01566098,0.11792137,-0.031685483,0.050484974,0.03266249,-0.05439918,-0.03444464
2018-02-01,True,,legacy_unknown_provenance,False,0.18004517,0.055495307,-0.28431886,-0.17996079,-0.26934358,0.42045066,-0.15588675,-0.007260907,0.003506294,0.28230825,0.015862444,0.040108837,-0.039230164,0.013226978,0.054916233,0.11419163,0.03035381,-0.047408745,-0.098207496,-0.058621947,0.015702551,-0.077395305,-0.045934405,0.05841156,-0.07265911,-0.01033997,0.037982374,0.001057108,0.015545507,0.056749713,0.03448211,-0.002755486
2018-03-01,True,,legacy_unknown_provenance,False,0.08411853,-0.33784536,-0.19984873,-0.19550811,-0.005971594,0.06827046,-0.07811245,-0.14339715,0.2095316,-0.02493109,-0.04611348,-0.07114702,-0.07074488,0.08743773,-0.17731176,-0.12490483,0.04710259,0.083062194,-0.030955069,-0.09327145,-0.05908501,0.062127173,-0.016038917,0.022336517,-0.013272323,-0.005048842,0.024047056,-0.04608424,0.003325181,-0.04196435,0.005627122,-0.08612938
2018-04-01,True,,legacy_unknown_provenance,False,-0.3063552,-0.169817,-0.040985666,-0.023829512,0.12749502,0.002566207,-0.04048904,-0.025908897,0.014515055,0.10030222,-0.12886354,0.12991229,-0.12372635,-0.017834382,-0.10614634,0.040367324,-0.064137906,0.07413326,0.032911982,-0.029109346,0.022674114,-0.06487668,-0.061929047,-0.003198578,-0.03239169,-0.04080203,0.02108732,-0.10673422,-0.04375594,-0.031518884,0.11311211,0.013761105
2018-05-01,True,,legacy_unknown_provenance,False,-0.16300447,-0.20923485,0.17169902,-0.029057495,0.16829738,0.1117013,0.077434026,0.102123536,0.12584862,0.1207515,-0.004199501,-0.03912979,0.016859895,0.006987706,-0.08166708,0.053832445,-0.027850782,-0.010435676,-0.014136784,-0.025344165,-0.049975693,0.07578384,-0.036053263,0.02561102,-0.0342118,0.02676887,0.001186783,-0.0786708,0.008275159,0.012638484,-0.004283967,-0.020898726
2018-06-01,True,,legacy_unknown_provenance,False,-0.3555381,-0.09887036,-0.02788349,-0.072902985,0.009056876,0.08561602,-0.10470891,0.11057654,-0.002813097,-0.09222305,0.054421116,-0.09922599,-0.1450102,0.03219661,-0.17950764,0.08028553,-0.09114499,0.010372727,0.024167813,-0.06880359,-0.019930046,0.020670414,-0.018242033,0.030622218,-0.03260989,-0.01477594,0.00754957,0.02541743,0.014645123,0.006277014,0.032512784,-0.035129458
2018-07-01,True,,legacy_unknown_provenance,False,-0.3328466,-0.16742527,-0.024926813,-0.040276777,0.015304461,-0.004420043,-0.14725435,0.12876861,0.1251152,-0.08089695,-0.051074304,0.0722309,-0.09393412,0.053757902,-0.042307593,-0.0402771,0.061556455,0.031655602,-0.038917597,-0.069723435,-0.060275666,-0.04351491,0.0351861,-0.04418034,-0.066513024,-0.05461999,0.114176646,-0.03958587,-0.029720088,0.004119183,0.02550839,-0.09469911
2018-08-01,True,,legacy_unknown_provenance,False,0.23495373,-0.07558913,0.23108912,0.13551684,0.001132107,0.061006807,-0.14143215,-0.041487113,0.1726702,0.08496544,-0.10009431,0.07647467,-0.009313856,-0.007657755,-0.19525737,0.062606655,-0.08391822,-0.090628244,-0.056153875,-0.023053324,0.066276,0.052681047,0.07881093,0.0410346,-0.0460437,-0.022820808,0.12863724,0.025702033,-0.045782585,0.11191509,0.09702361,-0.025494384
2018-09-01,True,,legacy_unknown_provenance,False,-0.28691548,-0.118343316,-0.06393944,0.029436266,-0.039653577,-0.08230738,-0.10650002,0.04358731,0.101703875,0.14182584,0.05977592,0.05896547,-0.027289098,0.05081554,-0.09388139,0.007173825,-0.03040401,0.001883144,-0.001923624,-0.10579766,-0.07346051,-0.027183922,0.09555215,0.02056579,-0.03330058,-0.009259242,0.03488177,0.00855064,0.011089024,0.005757555,0.004947651,-0.11566554
2018-10-01,True,,legacy_unknown_provenance,False,0.11395572,-0.024328962,0.42398003,0.052984625,-0.19200578,-0.019874705,0.02220907,0.014804114,0.076232955,0.091571316,0.016764564,0.009122076,-0.048616394,0.04090623,0.011448491,-0.004197843,-0.13863015,0.095949166,-0.09792798,-0.084594406,0.02706912,0.030772122,0.025854493,-0.009402809,-0.008252627,0.027024353,-0.019035958,-0.024667684,-0.020722294,-0.027514553,0.025974303,-0.13259764
2018-11-01,True,,legacy_unknown_provenance,False,0.27729395,0.007179322,-0.1329444,0.49457467,-0.109104656,-0.015926914,0.09800704,0.013979349,0.05352171,-0.005454078,0.032262526,-0.015637957,-0.12597778,-0.14281039,0.01677257,0.017214155,-0.027802391,-0.008266883,-0.04123373,-0.12025982,0.05530732,0.13121368,0.006362549,-0.013337514,-0.028437454,-0.059489682,0.032498185,-0.018553806,0.003981138,0.0846213,0.090694055,-0.033524167
2018-12-01,True,,legacy_unknown_provenance,False,0.12638791,-0.3095633,-0.22638926,-0.12804344,-0.06262775,0.102402814,0.0160237,0.085940115,0.10276769,0.015820503,0.005096542,0.004692888,-0.07141197,-0.034232985,-0.09815269,0.025884518,-0.13548133,0.0983876,0.07459411,-0.065605514,-0.17113486,0.03562279,0.031411458,-0.029904172,-0.043714423,0.119587705,0.20583594,-0.09211127,0.06631943,-0.011769847,0.012725267,0.082338385
2019-01-01,True,,legacy_unknown_provenance,False,0.15789305,-0.21245727,-0.076241374,0.40745074,0.119043976,0.06437379,-0.058805488,0.011760864,-0.027151577,-0.002701816,0.008219249,-0.045380883,-0.025535243,-0.001107076,0.032664638,0.032534365,0.112236805,0.026943449,0.08151852,-0.089030534,-0.07411828,0.058931656,-0.03754856,-0.010576875,0.001389346,0.09235446,0.05044559,-0.024073776,0.027502708,-0.055492975,-0.07172859,0.08450568
2019-02-01,True,,legacy_unknown_provenance,False,0.17949688,0.05828265,-0.2893586,-0.14633612,-0.25962397,0.36263037,-0.14127587,-0.04787315,-0.031264402,0.27989563,0.11555246,0.042877052,-0.026056008,0.03970789,0.14431079,0.109241426,0.09325149,-0.051192,-0.060374383,-0.043469746,-0.032813147,-0.114754185,-0.032070298,0.079030484,0.019596169,0.028383002,-0.05988933,0.025484327,-0.012615805,0.009883839,-0.058300957,0.016803546
2019-03-01,True,,legacy_unknown_provenance,False,-0.18590437,0.08727761,-0.09802195,0.41634652,0.012113264,0.067879714,-0.09475741,-0.07286524,0.07265215,0.016765587,-0.033304587,-0.107536785,0.03453087,0.08805341,-0.018386934,-0.06088589,0.11024564,0.002124474,-0.005701986,-0.023569798,0.022279741,0.033617627,0.000872697,0.03186496,0.004887765,0.021379564,-0.026293961,0.03328986,0.016251985,0.008767585,-0.050478715,0.0156591
2019-04-01,True,,legacy_unknown_provenance,False,0.20663255,0.07790306,-0.2119191,0.50619644,0.091425106,0.081694454,0.06831108,-0.17435133,0.012501087,-0.018579463,-0.10823324,0.05841661,-0.091317944,0.03676278,0.038523063,0.022776578,0.039018787,0.060588904,0.031920183,-0.111396074,-0.042777833,0.052070186,-0.048018742,0.0654854,0.04585066,0.022319285,-0.07640583,-0.027292507,-0.006725416,0.01833804,0.006331865,0.009037264
2019-05-01,True,,legacy_unknown_provenance,False,-0.13485985,-0.06287265,-0.04135797,0.28366318,0.28915566,0.03754277,0.007490797,0.04236208,0.049596414,0.071796864,0.05714559,-0.04866668,0.038436938,-0.034742318,0.006828036,0.051995467,-0.029251412,-0.007945046,0.003053296,-0.012577238,-0.024535816,-0.023526885,-0.023423256,0.002002733,-0.03191841,0.030355414,-0.07227612,0.02672058,-0.048286214,-0.047797374,-0.014716414,-0.022822874
2019-06-01,True,,legacy_unknown_provenance,False,-0.40696946,0.11949369,-0.02126714,0.02242369,-0.048084512,0.06783702,-0.13298674,0.020268911,-0.002838553,-0.14864056,0.18163718,-0.0571599,-0.09520747,0.09428011,-0.06463152,0.036595736,-0.020004798,0.05680619,0.041429855,-0.061662797,-0.047993567,0.010450311,0.011507647,-0.012889846,0.071424924,0.002963312,-0.07610319,-0.008067718,0.020315582,0.05077013,-0.054623317,-0.003116435
