feature_set,model,family,package,source_kind,input_kind,lookback_months,horizon_months,head,classifier_loss,regressor_loss,n_predictions,class_0_count,class_1_count,auc,average_precision,balanced_accuracy,accuracy,tn,fp,fn,tp,reg_price_r2,naive_price_r2,r2_status,price_rmse,price_mae,predicted_positive_rate,actual_positive_rate,r2_ok,expected_predictions,completion_ratio,valid_ba
no_news,aeon_rise,tsc_interval,aeon,official_aeon,aeon_collection,6,2,cls,rise,rise,76,32,44,0.5205965909090908,0.6333051547096371,0.625,0.6447368421052632,16,16,11,33,0.7203562025743614,0.7550604746033104,ok,129.00549705634418,102.8422358305267,0.6447368421052632,0.5789473684210527,True,76,1.0,True
with_news_precomputed_pca,aeon_knn_dtw,tsc_distance,aeon,official_aeon,aeon_collection,9,1,reg,dtw_vote,dtw_mean,75,39,36,0.4736467236467236,0.45996195201399714,0.6217948717948718,0.6133333333333333,16,23,6,30,0.8168923534109419,0.8694828593903242,ok,102.60410118504888,81.36626755535363,0.7066666666666667,0.48,True,75,1.0,True
no_news,aeon_deep_mlp,tsc_deep_learning,aeon,official_aeon,aeon_collection,9,1,reg,deep_categorical_crossentropy,deep_mean_squared_error,75,39,36,0.6688034188034188,0.6550918095540289,0.6164529914529915,0.6133333333333333,21,18,11,25,0.46390506084038763,0.8694828593903242,ok,175.56273326395683,124.79464288220814,0.5733333333333334,0.48,True,75,1.0,True
with_news_precomputed_pca,keras_gru_u16,deep_sequence,tensorflow.keras,official_keras_layers,keras_sequence,12,1,reg,binary_crossentropy,mean_squared_error,72,39,33,0.5400155400155401,0.5396714775772412,0.6153846153846154,0.6111111111111112,22,17,11,22,0.8369138247772835,0.8495432884599309,ok,91.9792006885213,76.51159996274353,0.5416666666666666,0.4583333333333333,True,72,1.0,True
with_news_precomputed_pca,extra_tree_entropy,tree,sklearn,official_tabular_package,tabular_flat,9,1,cls,entropy_randomized,absolute_error,75,39,36,0.4871794871794872,0.4937976852019829,0.6153846153846154,0.6133333333333333,22,17,12,24,0.7723538991127121,0.8694828593903242,ok,114.4040997378553,88.40400746676195,0.5466666666666666,0.48,True,75,1.0,True
with_news_precomputed_pca,keras_tcn_filters16_k2_d1,deep_sequence,keras-tcn,official_keras_layers,keras_sequence,9,1,cls,binary_crossentropy,mean_squared_error,75,39,36,0.6502849002849003,0.6489540657592225,0.6132478632478633,0.6133333333333333,24,15,14,22,0.6043148850274724,0.8694828593903242,ok,150.82951565158965,111.60586803204143,0.49333333333333335,0.48,True,75,1.0,True
no_news,aeon_deep_timecnn,tsc_deep_learning,aeon,official_aeon,aeon_collection,9,2,reg,deep_categorical_crossentropy,deep_mean_squared_error,73,32,41,0.6097560975609757,0.7115708523652254,0.6105182926829269,0.6164383561643836,18,14,14,27,0.7151759393019375,0.7285329057925135,ok,123.74164683999508,100.11265609398242,0.5616438356164384,0.5616438356164384,True,73,1.0,True
with_news_precomputed_pca,lightgbm_gbdt,gbdt,lightgbm,official_tabular_package,tabular_flat,12,1,reg,binary_logloss,l2,72,39,33,0.5710955710955711,0.5058569031569745,0.6072261072261073,0.5972222222222222,19,20,9,24,0.8208307582086093,0.8495432884599309,ok,96.40793604060238,79.5371703408773,0.6111111111111112,0.4583333333333333,True,72,1.0,True
with_news_precomputed_pca,aeon_rise,tsc_interval,aeon,official_aeon,aeon_collection,6,2,reg,rise,rise,76,32,44,0.5411931818181819,0.6697615009098679,0.6065340909090908,0.618421052631579,17,15,14,30,0.7120149418656434,0.7550604746033104,ok,130.91535827361625,104.39923959477845,0.5921052631578947,0.5789473684210527,True,76,1.0,True
no_news,keras_tcn_filters8_k2_d1,deep_sequence,keras-tcn,official_keras_layers,keras_sequence,9,1,reg,binary_crossentropy,mean_squared_error,75,39,36,0.6908831908831908,0.6950770007279552,0.6036324786324786,0.6,20,19,11,25,0.5985472962839853,0.8694828593903242,ok,151.924800052935,104.59347850027223,0.5866666666666667,0.48,True,75,1.0,True
with_news_precomputed_pca,logistic_l1_liblinear,linear,sklearn,official_tabular_package,tabular_flat,12,2,cls,log_loss_l1,lasso_l1,70,32,38,0.6398026315789473,0.6889093318426326,0.602796052631579,0.6142857142857143,15,17,10,28,0.5974632644834231,0.7304428442540063,ok,144.2580852781082,115.0768567860508,0.6428571428571429,0.5428571428571428,True,70,1.0,True
no_news,keras_gru_u16,deep_sequence,tensorflow.keras,official_keras_layers,keras_sequence,6,1,cls,binary_crossentropy,mean_squared_error,78,39,39,0.52465483234714,0.5374826597722526,0.6025641025641026,0.6025641025641025,18,21,10,29,0.8385386020028568,0.8885904951041629,ok,103.70067014923029,83.39901277132564,0.6410256410256411,0.5,True,78,1.0,True
no_news,gaussian_nb,bayes,sklearn,official_tabular_package,tabular_flat,6,1,cls,gaussian_nb,bayesian_ridge,78,39,39,0.5496383957922419,0.5515515027142934,0.6025641025641025,0.6025641025641025,15,24,7,32,0.5046491655488032,0.8885904951041629,ok,181.63672309151139,126.84188876647129,0.717948717948718,0.5,True,78,1.0,True
no_news,aeon_knn_dtw,tsc_distance,aeon,official_aeon,aeon_collection,9,2,reg,dtw_vote,dtw_mean,73,32,41,0.5297256097560976,0.6394876129687269,0.6017530487804879,0.6027397260273972,19,13,16,25,0.5910459700681903,0.7285329057925135,ok,148.27393072161576,116.96129670020335,0.5205479452054794,0.5616438356164384,True,73,1.0,True
no_news,knn_3_uniform,neighbors,sklearn,official_tabular_package,tabular_flat,12,2,reg,vote,neighbor_mean,70,32,38,0.5049342105263157,0.5351120578965399,0.600328947368421,0.6142857142857143,14,18,9,29,0.5575008424178731,0.7304428442540063,ok,151.24938852331297,121.09375734970227,0.6714285714285714,0.5428571428571428,True,70,1.0,True
with_news_precomputed_pca,aeon_deep_fcn,tsc_deep_learning,aeon,official_aeon,aeon_collection,12,1,reg,deep_categorical_crossentropy,deep_mean_squared_error,72,39,33,0.4677544677544677,0.4510286425313351,0.5979020979020979,0.5972222222222222,23,16,13,20,0.7200541436060506,0.8495432884599309,ok,120.50861058510041,95.6994390941165,0.5,0.4583333333333333,True,72,1.0,True
with_news_precomputed_pca,keras_bilstm_u16,deep_sequence,tensorflow.keras,official_keras_layers,keras_sequence,12,1,cls,binary_crossentropy,mean_squared_error,72,39,33,0.49417249417249415,0.47781452431193094,0.5967365967365967,0.5833333333333334,17,22,8,25,0.80136070289461,0.8495432884599309,ok,101.51112532821662,82.33122526225488,0.6527777777777778,0.4583333333333333,True,72,1.0,True
no_news,keras_lstm_u16,deep_sequence,tensorflow.keras,official_keras_layers,keras_sequence,12,1,reg,binary_crossentropy,mean_squared_error,72,39,33,0.5081585081585083,0.4505966268977736,0.5944055944055944,0.5833333333333334,18,21,9,24,0.8193623165141162,0.8495432884599309,ok,96.80220166404254,78.23206490020542,0.625,0.4583333333333333,True,72,1.0,True
no_news,hist_gradient_boosting,boosting,sklearn,official_tabular_package,tabular_flat,6,2,cls,log_loss_hist_gbdt,squared_error_hist_gbdt,76,32,44,0.40625,0.5226318333242548,0.59375,0.618421052631579,14,18,11,33,0.7174552764999398,0.7550604746033104,ok,129.67289942449906,102.37896646598249,0.6710526315789473,0.5789473684210527,True,76,1.0,True
no_news,hist_gradient_boosting_l2,boosting,sklearn,official_tabular_package,tabular_flat,9,1,reg,log_loss_hist_l2,squared_error_hist_l2,75,39,36,0.5555555555555555,0.49735144091373734,0.592948717948718,0.5866666666666667,17,22,9,27,0.8548235376707344,0.8694828593903242,ok,91.36073493204303,72.67343885306953,0.6533333333333333,0.48,True,75,1.0,True
with_news_precomputed_pca,catboost_depthwise,gbdt,catboost,official_tabular_package,tabular_flat,12,1,cls,logloss_depthwise,rmse_depthwise,72,39,33,0.5073815073815073,0.46029870098413905,0.5920745920745921,0.5833333333333334,19,20,10,23,0.8356094372688828,0.8495432884599309,ok,92.34629979219584,76.3627533593176,0.5972222222222222,0.4583333333333333,True,72,1.0,True
with_news_precomputed_pca,mlp_small_tanh,neural_sklearn,sklearn,official_tabular_package,tabular_flat,6,2,reg,log_loss_mlp,squared_error_mlp,76,32,44,0.5433238636363636,0.6187793820223048,0.5909090909090908,0.6052631578947368,16,16,14,30,0.5412563516445916,0.7550604746033104,ok,165.23066585692882,132.60128421814807,0.6052631578947368,0.5789473684210527,True,76,1.0,True
with_news_precomputed_pca,mlp_small_tanh,neural_sklearn,sklearn,official_tabular_package,tabular_flat,6,2,cls,log_loss_mlp,squared_error_mlp,76,32,44,0.5241477272727273,0.6062311574824941,0.5909090909090908,0.6052631578947368,16,16,14,30,0.5412563516445916,0.7550604746033104,ok,165.23066585692882,132.60128421814807,0.6052631578947368,0.5789473684210527,True,76,1.0,True
with_news_precomputed_pca,aeon_rise,tsc_interval,aeon,official_aeon,aeon_collection,12,2,cls,rise,rise,70,32,38,0.5283717105263158,0.5473259303522753,0.5888157894736843,0.5857142857142857,20,12,17,21,0.6615961496662621,0.7304428442540063,ok,132.2680805865949,105.6675541930054,0.4714285714285714,0.5428571428571428,True,70,1.0,True
with_news_precomputed_pca,aeon_deep_fcn,tsc_deep_learning,aeon,official_aeon,aeon_collection,12,2,reg,deep_categorical_crossentropy,deep_mean_squared_error,70,32,38,0.537828947368421,0.6068335375082429,0.587171052631579,0.6,14,18,10,28,0.46191118131268094,0.7304428442540063,ok,166.78784111265045,129.3410607157965,0.6571428571428571,0.5428571428571428,True,70,1.0,True
with_news_precomputed_pca,extra_tree_gini,tree,sklearn,official_tabular_package,tabular_flat,12,2,reg,gini_randomized,squared_error,70,32,38,0.5625,0.5987155416606308,0.584703947368421,0.6,13,19,9,29,0.45254871249328055,0.7304428442540063,ok,168.23259506586027,131.42040256940663,0.6857142857142857,0.5428571428571428,True,70,1.0,True
with_news_precomputed_pca,decision_tree_entropy,tree,sklearn,official_tabular_package,tabular_flat,12,2,reg,entropy,absolute_error,70,32,38,0.4967105263157895,0.6004638649133841,0.584703947368421,0.6,13,19,9,29,0.4563214177931767,0.7304428442540063,ok,167.65191393439872,139.46920185396414,0.6857142857142857,0.5428571428571428,True,70,1.0,True
with_news_precomputed_pca,xgboost_dart,gbdt,xgboost,official_tabular_package,tabular_flat,12,2,cls,logloss_dart,squared_error_dart,70,32,38,0.4029605263157895,0.5007510098122173,0.5838815789473684,0.5857142857142857,18,14,15,23,0.6700555559457193,0.7304428442540063,ok,130.60440147302202,105.80912509621962,0.5285714285714286,0.5428571428571428,True,70,1.0,True
with_news_precomputed_pca,aeon_rise,tsc_interval,aeon,official_aeon,aeon_collection,9,2,cls,rise,rise,73,32,41,0.5072408536585367,0.5726416971767025,0.5807926829268293,0.5753424657534246,20,12,19,22,0.6942390258235642,0.7285329057925135,ok,128.20902025225524,103.81316308353242,0.4657534246575342,0.5616438356164384,True,73,1.0,True
