source_model_dir,source_run_dir,source_is_checkpoint,feature_set,model,family,package,input_kind,lookback_months,horizon_months,origin_id,phase,error_type,error_message,traceback_tail
aeon_deep_timecnn,/root/corn_spike_sota/outputs/longlookback_2016fixed_50_plus_keras_20260705_162158/parts/aeon_deep_timecnn/20260705_212302,False,with_news_precomputed_pca,aeon_deep_timecnn,tsc_deep_learning,aeon,aeon_collection,6,1,0,cls,FailedPreconditionError,"Graph execution error:

Detected at node StatefulPartitionedCall defined at (most recent call last):
  File ""/root/corn_spike_sota/scripts/run_corn_monthly_spike_official_pool_two_heads.py"", line 1885, in <module>

  File ""/root/corn_spike_sota/scripts/run_corn_monthly_spike_official_pool_two_heads.py"", line 357, in main

  File ""/root/corn_spike_sota/scripts/run_corn_monthly_spike_official_pool_two_heads.py"", line 646, in run_model_combo

  File ""/root/corn_spike_sota/scripts/run_corn_monthly_spike_official_pool_two_heads.py"", line 1002, in fit_classifier

  File ""/root/miniconda3/lib/python3.12/site-packages/aeon/utils/decorators/method_timer.py"", line 42, in wrapper

  File ""/root/miniconda3/lib/python3.12/site-packages/aeon/classification/base.py"", line 123, in fit

  File ""/root/miniconda3/lib/python3.12/site-packages/aeon/classification/deep_learning/_cnn.py"", line 293, in _fit

  File ""/root/miniconda3/lib/python3.12/site-packages/keras/src/utils/traceback_utils.py"", line 117, in error_handler

  File ""/root/miniconda3/lib/python3.12/site-packages/keras/src/backend/tensorflow/trainer.py"", line 399, in fit

  File ""/root/miniconda3/lib/python3.12/site-packages/keras/src/backend/tensorflow/trainer.py"", line 241, in function

  File ""/root/miniconda3/lib/python3.12/site-packages/keras/src/backend/tensorflow/trainer.py"", line 154, in multi_step_on_iterator

  File ""/root/miniconda3/lib/python3.12/site-packages/keras/src/backend/tensorflow/trainer.py"", line 125, in wrapper

DNN library initialization failed. Look at the errors above for more details.
	 [[{{node StatefulPartitionedCall}}]] [Op:__inference_multi_step_on_iterator_1501]","  File ""/root/miniconda3/lib/python3.12/site-packages/keras/src/utils/traceback_utils.py"", line 122, in error_handler
    raise e.with_traceback(filtered_tb) from None
  File ""/root/miniconda3/lib/python3.12/site-packages/tensorflow/python/eager/execute.py"", line 59, in quick_execute
    except TypeError as e:
tensorflow.python.framework.errors_impl.FailedPreconditionError: Graph execution error:

Detected at node StatefulPartitionedCall defined at (most recent call last):
  File ""/root/corn_spike_sota/scripts/run_corn_monthly_spike_official_pool_two_heads.py"", line 1885, in <module>

  File ""/root/corn_spike_sota/scripts/run_corn_monthly_spike_official_pool_two_heads.py"", line 357, in main

  File ""/root/corn_spike_sota/scripts/run_corn_monthly_spike_official_pool_two_heads.py"", line 646, in run_model_combo

  File ""/root/corn_spike_sota/scripts/run_corn_monthly_spike_official_pool_two_heads.py"", line 1002, in fit_classifier

  File ""/root/miniconda3/lib/python3.12/site-packages/aeon/utils/decorators/method_timer.py"", line 42, in wrapper

  File ""/root/miniconda3/lib/python3.12/site-packages/aeon/classification/base.py"", line 123, in fit

  File ""/root/miniconda3/lib/python3.12/site-packages/aeon/classification/deep_learning/_cnn.py"", line 293, in _fit

  File ""/root/miniconda3/lib/python3.12/site-packages/keras/src/utils/traceback_utils.py"", line 117, in error_handler

  File ""/root/miniconda3/lib/python3.12/site-packages/keras/src/backend/tensorflow/trainer.py"", line 399, in fit

  File ""/root/miniconda3/lib/python3.12/site-packages/keras/src/backend/tensorflow/trainer.py"", line 241, in function

  File ""/root/miniconda3/lib/python3.12/site-packages/keras/src/backend/tensorflow/trainer.py"", line 154, in multi_step_on_iterator

  File ""/root/miniconda3/lib/python3.12/site-packages/keras/src/backend/tensorflow/trainer.py"", line 125, in wrapper

DNN library initialization failed. Look at the errors above for more details.
	 [[{{node StatefulPartitionedCall}}]] [Op:__inference_multi_step_on_iterator_1501]
"
aeon_deep_timecnn,/root/corn_spike_sota/outputs/longlookback_2016fixed_50_plus_keras_20260705_162158/parts/aeon_deep_timecnn/20260705_212302,False,with_news_precomputed_pca,aeon_deep_timecnn,tsc_deep_learning,aeon,aeon_collection,6,1,0,reg,FailedPreconditionError,"Graph execution error:

Detected at node StatefulPartitionedCall defined at (most recent call last):
  File ""/root/corn_spike_sota/scripts/run_corn_monthly_spike_official_pool_two_heads.py"", line 1885, in <module>

  File ""/root/corn_spike_sota/scripts/run_corn_monthly_spike_official_pool_two_heads.py"", line 357, in main

  File ""/root/corn_spike_sota/scripts/run_corn_monthly_spike_official_pool_two_heads.py"", line 662, in run_model_combo

  File ""/root/corn_spike_sota/scripts/run_corn_monthly_spike_official_pool_two_heads.py"", line 1012, in fit_regressor

  File ""/root/miniconda3/lib/python3.12/site-packages/aeon/utils/decorators/method_timer.py"", line 42, in wrapper

  File ""/root/miniconda3/lib/python3.12/site-packages/aeon/regression/base.py"", line 102, in fit

  File ""/root/miniconda3/lib/python3.12/site-packages/aeon/regression/deep_learning/_cnn.py"", line 303, in _fit

  File ""/root/miniconda3/lib/python3.12/site-packages/keras/src/utils/traceback_utils.py"", line 117, in error_handler

  File ""/root/miniconda3/lib/python3.12/site-packages/keras/src/backend/tensorflow/trainer.py"", line 399, in fit

  File ""/root/miniconda3/lib/python3.12/site-packages/keras/src/backend/tensorflow/trainer.py"", line 241, in function

  File ""/root/miniconda3/lib/python3.12/site-packages/keras/src/backend/tensorflow/trainer.py"", line 154, in multi_step_on_iterator

  File ""/root/miniconda3/lib/python3.12/site-packages/keras/src/backend/tensorflow/trainer.py"", line 125, in wrapper

DNN library initialization failed. Look at the errors above for more details.
	 [[{{node StatefulPartitionedCall}}]] [Op:__inference_multi_step_on_iterator_2956]","  File ""/root/miniconda3/lib/python3.12/site-packages/keras/src/utils/traceback_utils.py"", line 122, in error_handler
    raise e.with_traceback(filtered_tb) from None
  File ""/root/miniconda3/lib/python3.12/site-packages/tensorflow/python/eager/execute.py"", line 59, in quick_execute
    except TypeError as e:
tensorflow.python.framework.errors_impl.FailedPreconditionError: Graph execution error:

Detected at node StatefulPartitionedCall defined at (most recent call last):
  File ""/root/corn_spike_sota/scripts/run_corn_monthly_spike_official_pool_two_heads.py"", line 1885, in <module>

  File ""/root/corn_spike_sota/scripts/run_corn_monthly_spike_official_pool_two_heads.py"", line 357, in main

  File ""/root/corn_spike_sota/scripts/run_corn_monthly_spike_official_pool_two_heads.py"", line 662, in run_model_combo

  File ""/root/corn_spike_sota/scripts/run_corn_monthly_spike_official_pool_two_heads.py"", line 1012, in fit_regressor

  File ""/root/miniconda3/lib/python3.12/site-packages/aeon/utils/decorators/method_timer.py"", line 42, in wrapper

  File ""/root/miniconda3/lib/python3.12/site-packages/aeon/regression/base.py"", line 102, in fit

  File ""/root/miniconda3/lib/python3.12/site-packages/aeon/regression/deep_learning/_cnn.py"", line 303, in _fit

  File ""/root/miniconda3/lib/python3.12/site-packages/keras/src/utils/traceback_utils.py"", line 117, in error_handler

  File ""/root/miniconda3/lib/python3.12/site-packages/keras/src/backend/tensorflow/trainer.py"", line 399, in fit

  File ""/root/miniconda3/lib/python3.12/site-packages/keras/src/backend/tensorflow/trainer.py"", line 241, in function

  File ""/root/miniconda3/lib/python3.12/site-packages/keras/src/backend/tensorflow/trainer.py"", line 154, in multi_step_on_iterator

  File ""/root/miniconda3/lib/python3.12/site-packages/keras/src/backend/tensorflow/trainer.py"", line 125, in wrapper

DNN library initialization failed. Look at the errors above for more details.
	 [[{{node StatefulPartitionedCall}}]] [Op:__inference_multi_step_on_iterator_2956]
"
