output_root,run_dir,comparison_path,model,model_type,architecture,algo_base,graph_builder,graph_transform,objective,class_weight,feature_set,horizon,lookback,train_window_mode,min_train_periods,max_train_periods,pred_rows,agent_status,agent_pass,BalancedAcc,AUC,AP,DirAcc,R2_health,pred_constant_flag,health_flag,robust30_flag
graph_official_framework_shortlookback_20260709_000325,graphfw_gradient_boosting_corr_abs_top3_smooth_only_with_pca_lb1_h2,/root/corn_spike_sota/outputs/graph_official_framework_shortlookback_20260709_000325/graphfw_gradient_boosting_corr_abs_top3_smooth_only_with_pca_lb1_h2/comparison.csv,graphfw_gradient_boosting_corr_abs_top3_smooth_only_with_pca_lb1_h2,graph_official_pool,,gradient_boosting,corr_abs_top3,smooth_only,,,with_pca,2,1,expanding,24,,94,no_signal,False,0.4432,0.4114,0.5072,0.4468,-0.1954,False,False,True
graph_official_framework_shortlookback_20260709_000325,graphfw_mlp_small_tanh_corr_abs_top5_raw_smooth_with_pca_lb3_h2,/root/corn_spike_sota/outputs/graph_official_framework_shortlookback_20260709_000325/graphfw_mlp_small_tanh_corr_abs_top5_raw_smooth_with_pca_lb3_h2/comparison.csv,graphfw_mlp_small_tanh_corr_abs_top5_raw_smooth_with_pca_lb3_h2,graph_official_pool,,mlp_small_tanh,corr_abs_top5,raw_smooth,,,with_pca,2,3,expanding,24,,92,no_signal,False,0.4432,0.4025,0.52,0.413,-174.3762,False,False,True
graph_official_framework_shortlookback_20260709_000325,graphfw_gradient_boosting_group_prefix_graph_stats_no_pca_lb1_h2,/root/corn_spike_sota/outputs/graph_official_framework_shortlookback_20260709_000325/graphfw_gradient_boosting_group_prefix_graph_stats_no_pca_lb1_h2/comparison.csv,graphfw_gradient_boosting_group_prefix_graph_stats_no_pca_lb1_h2,graph_official_pool,,gradient_boosting,group_prefix,graph_stats,,,no_pca,2,1,expanding,24,,94,no_signal,False,0.4432,0.3741,0.4899,0.4468,-0.2462,False,False,True
graph_official_framework_shortlookback_20260709_000325,graphfw_svc_sigmoid_corr_abs_top8_raw_diffuse2_with_pca_lb2_h2,/root/corn_spike_sota/outputs/graph_official_framework_shortlookback_20260709_000325/graphfw_svc_sigmoid_corr_abs_top8_raw_diffuse2_with_pca_lb2_h2/comparison.csv,graphfw_svc_sigmoid_corr_abs_top8_raw_diffuse2_with_pca_lb2_h2,graph_official_pool,,svc_sigmoid,corr_abs_top8,raw_diffuse2,,,with_pca,2,2,expanding,24,,93,no_signal,False,0.4432,0.3557,0.5227,0.4946,-0.2763,False,False,True
graph_official_framework_top_20260708_235757,graphfw_mlp_small_tanh_corr_abs_top8_smooth_only_with_pca_lb6_h2,/root/corn_spike_sota/outputs/graph_official_framework_top_20260708_235757/graphfw_mlp_small_tanh_corr_abs_top8_smooth_only_with_pca_lb6_h2/comparison.csv,graphfw_mlp_small_tanh_corr_abs_top8_smooth_only_with_pca_lb6_h2,graph_official_pool,,mlp_small_tanh,corr_abs_top8,smooth_only,,,with_pca,2,6,expanding,24,,89,no_signal,False,0.4431,0.3623,0.5045,0.4494,-77.9793,False,False,True
graph_official_extra_transforms_shortlookback_20260709_0627,graphfw_extra_tree_gini_knn_euclidean_top5_raw_residual_with_pca_lb2_h1,/root/corn_spike_sota/outputs/graph_official_extra_transforms_shortlookback_20260709_0627/graphfw_extra_tree_gini_knn_euclidean_top5_raw_residual_with_pca_lb2_h1/comparison.csv,graphfw_extra_tree_gini_knn_euclidean_top5_raw_residual_with_pca_lb2_h1,graph_official_pool,,extra_tree_gini,knn_euclidean_top5,raw_residual,,,with_pca,1,2,expanding,24,,95,no_signal,False,0.443,0.4692,0.479,0.4421,-0.4819,False,False,True
graph_official_extra_transforms_shortlookback_20260709_0627,graphfw_xgboost_gbtree_corr_abs_top3_raw_residual_no_pca_lb2_h1,/root/corn_spike_sota/outputs/graph_official_extra_transforms_shortlookback_20260709_0627/graphfw_xgboost_gbtree_corr_abs_top3_raw_residual_no_pca_lb2_h1/comparison.csv,graphfw_xgboost_gbtree_corr_abs_top3_raw_residual_no_pca_lb2_h1,graph_official_pool,,xgboost_gbtree,corr_abs_top3,raw_residual,,,no_pca,1,2,expanding,24,,95,no_signal,False,0.443,0.4583,0.4805,0.4421,-0.1836,False,False,True
graph_official_framework_shortlookback_20260709_000325,graphfw_hist_gradient_boosting_corr_abs_top8_raw_diffuse2_no_pca_lb2_h1,/root/corn_spike_sota/outputs/graph_official_framework_shortlookback_20260709_000325/graphfw_hist_gradient_boosting_corr_abs_top8_raw_diffuse2_no_pca_lb2_h1/comparison.csv,graphfw_hist_gradient_boosting_corr_abs_top8_raw_diffuse2_no_pca_lb2_h1,graph_official_pool,,hist_gradient_boosting,corr_abs_top8,raw_diffuse2,,,no_pca,1,2,expanding,24,,95,no_signal,False,0.443,0.4422,0.4798,0.4421,-0.1094,False,False,True
graph_official_recentcap_focus_20260709_0521_cap48,graphfw_bagging_tree_group_prefix_graph_stats_no_pca_lb2_h1,/root/corn_spike_sota/outputs/graph_official_recentcap_focus_20260709_0521_cap48/graphfw_bagging_tree_group_prefix_graph_stats_no_pca_lb2_h1/comparison.csv,graphfw_bagging_tree_group_prefix_graph_stats_no_pca_lb2_h1,graph_official_pool,,bagging_tree,group_prefix,graph_stats,,,no_pca,1,2,expanding_with_cap,24,48.0,95,no_signal,False,0.443,0.4324,0.4417,0.4421,-0.0734,False,True,True
graph_official_framework_shortlookback_20260709_000325,graphfw_gradient_boosting_group_prefix_graph_stats_no_pca_lb3_h2,/root/corn_spike_sota/outputs/graph_official_framework_shortlookback_20260709_000325/graphfw_gradient_boosting_group_prefix_graph_stats_no_pca_lb3_h2/comparison.csv,graphfw_gradient_boosting_group_prefix_graph_stats_no_pca_lb3_h2,graph_official_pool,,gradient_boosting,group_prefix,graph_stats,,,no_pca,2,3,expanding,24,,92,no_signal,False,0.4429,0.432,0.5501,0.4674,-0.2295,False,False,True
