output_root,run_dir,comparison_path,model,model_type,architecture,algo_base,graph_builder,graph_transform,objective,class_weight,feature_set,horizon,lookback,train_window_mode,min_train_periods,max_train_periods,pred_rows,agent_status,agent_pass,BalancedAcc,AUC,AP,DirAcc,R2_health,pred_constant_flag,health_flag,robust30_flag
framework_pyg_temporal_attention_directionbce_20260709_022859,tsl_pyg_mtgnn_direction_bce_tiny_corr_abs_top3_with_pca_lb12_h2_s42,/root/corn_spike_sota/outputs/framework_pyg_temporal_attention_directionbce_20260709_022859/tsl_pyg_mtgnn_direction_bce_tiny_corr_abs_top3_with_pca_lb12_h2_s42/comparison.csv,tsl_pyg_mtgnn_direction_bce_tiny_corr_abs_top3_with_pca_lb12_h2_s42,tsl_graph,pyg_mtgnn,pyg_mtgnn,corr_abs_top3,,direction_bce,balanced,with_pca,2,12,expanding,24,,83,no_signal,False,0.6636,0.6603,0.7312,0.6506,,False,True,True
framework_pyg_temporal_mtgcn_graphbuilder_expand_20260709_032909,tsl_pyg_mtgnn_direction_bce_tiny_knn_euclidean_top5_with_pca_lb12_h2_s42,/root/corn_spike_sota/outputs/framework_pyg_temporal_mtgcn_graphbuilder_expand_20260709_032909/tsl_pyg_mtgnn_direction_bce_tiny_knn_euclidean_top5_with_pca_lb12_h2_s42/comparison.csv,tsl_pyg_mtgnn_direction_bce_tiny_knn_euclidean_top5_with_pca_lb12_h2_s42,tsl_graph,pyg_mtgnn,pyg_mtgnn,knn_euclidean_top5,,direction_bce,balanced,with_pca,2,12,expanding,24,,83,no_signal,False,0.6636,0.6603,0.7312,0.6506,,False,True,True
framework_pyg_temporal_attention_directionbce_20260709_022859,tsl_pyg_mtgnn_direction_bce_tiny_knn_cosine_top5_with_pca_lb12_h2_s42,/root/corn_spike_sota/outputs/framework_pyg_temporal_attention_directionbce_20260709_022859/tsl_pyg_mtgnn_direction_bce_tiny_knn_cosine_top5_with_pca_lb12_h2_s42/comparison.csv,tsl_pyg_mtgnn_direction_bce_tiny_knn_cosine_top5_with_pca_lb12_h2_s42,tsl_graph,pyg_mtgnn,pyg_mtgnn,knn_cosine_top5,,direction_bce,balanced,with_pca,2,12,expanding,24,,83,no_signal,False,0.6636,0.6597,0.7309,0.6506,,False,True,True
framework_pyg_temporal_mtgcn_graphbuilder_expand_20260709_032909,tsl_pyg_mtgnn_direction_bce_tiny_spearman_abs_top5_with_pca_lb12_h2_s42,/root/corn_spike_sota/outputs/framework_pyg_temporal_mtgcn_graphbuilder_expand_20260709_032909/tsl_pyg_mtgnn_direction_bce_tiny_spearman_abs_top5_with_pca_lb12_h2_s42/comparison.csv,tsl_pyg_mtgnn_direction_bce_tiny_spearman_abs_top5_with_pca_lb12_h2_s42,tsl_graph,pyg_mtgnn,pyg_mtgnn,spearman_abs_top5,,direction_bce,balanced,with_pca,2,12,expanding,24,,83,no_signal,False,0.6636,0.6597,0.7309,0.6506,,False,True,True
framework_pyg_temporal_mtgcn_graphbuilder_expand_20260709_032909,tsl_pyg_mtgnn_direction_bce_tiny_corr_abs_top5_with_pca_lb12_h2_s42,/root/corn_spike_sota/outputs/framework_pyg_temporal_mtgcn_graphbuilder_expand_20260709_032909/tsl_pyg_mtgnn_direction_bce_tiny_corr_abs_top5_with_pca_lb12_h2_s42/comparison.csv,tsl_pyg_mtgnn_direction_bce_tiny_corr_abs_top5_with_pca_lb12_h2_s42,tsl_graph,pyg_mtgnn,pyg_mtgnn,corr_abs_top5,,direction_bce,balanced,with_pca,2,12,expanding,24,,83,no_signal,False,0.6636,0.6597,0.7309,0.6506,,False,True,True
framework_pyg_temporal_mtgcn_graphbuilder_expand_20260709_032909,tsl_pyg_mtgnn_direction_bce_tiny_glasso_alpha05_with_pca_lb12_h2_s42,/root/corn_spike_sota/outputs/framework_pyg_temporal_mtgcn_graphbuilder_expand_20260709_032909/tsl_pyg_mtgnn_direction_bce_tiny_glasso_alpha05_with_pca_lb12_h2_s42/comparison.csv,tsl_pyg_mtgnn_direction_bce_tiny_glasso_alpha05_with_pca_lb12_h2_s42,tsl_graph,pyg_mtgnn,pyg_mtgnn,glasso_alpha05,,direction_bce,balanced,with_pca,2,12,expanding,24,,83,no_signal,False,0.6636,0.6597,0.7309,0.6506,,False,True,True
framework_pyg_temporal_attention_directionbce_20260709_022859,tsl_pyg_mtgnn_direction_bce_tiny_corr_abs_top8_with_pca_lb12_h2_s42,/root/corn_spike_sota/outputs/framework_pyg_temporal_attention_directionbce_20260709_022859/tsl_pyg_mtgnn_direction_bce_tiny_corr_abs_top8_with_pca_lb12_h2_s42/comparison.csv,tsl_pyg_mtgnn_direction_bce_tiny_corr_abs_top8_with_pca_lb12_h2_s42,tsl_graph,pyg_mtgnn,pyg_mtgnn,corr_abs_top8,,direction_bce,balanced,with_pca,2,12,expanding,24,,83,no_signal,False,0.6636,0.6555,0.7292,0.6506,,False,True,True
framework_tsl_dcrnn_gwn_refine_h2_20260709_0647,tsl_graph_wavenet_direction_bce_small_corr_abs_top3_no_pca_lb2_h2_s43,/root/corn_spike_sota/outputs/framework_tsl_dcrnn_gwn_refine_h2_20260709_0647/tsl_graph_wavenet_direction_bce_small_corr_abs_top3_no_pca_lb2_h2_s43/comparison.csv,tsl_graph_wavenet_direction_bce_small_corr_abs_top3_no_pca_lb2_h2_s43,tsl_graph,graph_wavenet,graph_wavenet,corr_abs_top3,,direction_bce,balanced,no_pca,2,2,expanding,24,,93,no_signal,False,0.6524,0.6189,0.6847,0.6667,,False,True,True
framework_tsl_dcrnn_gwn_refine_h2_20260709_0647,tsl_graph_wavenet_direction_bce_small_corr_abs_top3_no_pca_lb3_h2_s43,/root/corn_spike_sota/outputs/framework_tsl_dcrnn_gwn_refine_h2_20260709_0647/tsl_graph_wavenet_direction_bce_small_corr_abs_top3_no_pca_lb3_h2_s43/comparison.csv,tsl_graph_wavenet_direction_bce_small_corr_abs_top3_no_pca_lb3_h2_s43,tsl_graph,graph_wavenet,graph_wavenet,corr_abs_top3,,direction_bce,balanced,no_pca,2,3,expanding,24,,92,no_signal,False,0.6493,0.6294,0.6663,0.6739,,False,True,True
framework_pyg_mtgnn_focus_withpca_h2_20260709_043738,tsl_pyg_mtgnn_direction_bce_tiny_knn_euclidean_top5_with_pca_lb12_h2_s42,/root/corn_spike_sota/outputs/framework_pyg_mtgnn_focus_withpca_h2_20260709_043738/tsl_pyg_mtgnn_direction_bce_tiny_knn_euclidean_top5_with_pca_lb12_h2_s42/comparison.csv,tsl_pyg_mtgnn_direction_bce_tiny_knn_euclidean_top5_with_pca_lb12_h2_s42,tsl_graph,pyg_mtgnn,pyg_mtgnn,knn_euclidean_top5,,direction_bce,balanced,with_pca,2,12,expanding,24,,83,no_signal,False,0.6477,0.6158,0.7171,0.6265,,False,True,True
framework_pyg_mtgnn_focus_withpca_h2_20260709_043738,tsl_pyg_mtgnn_direction_bce_tiny_corr_abs_top5_with_pca_lb12_h2_s42,/root/corn_spike_sota/outputs/framework_pyg_mtgnn_focus_withpca_h2_20260709_043738/tsl_pyg_mtgnn_direction_bce_tiny_corr_abs_top5_with_pca_lb12_h2_s42/comparison.csv,tsl_pyg_mtgnn_direction_bce_tiny_corr_abs_top5_with_pca_lb12_h2_s42,tsl_graph,pyg_mtgnn,pyg_mtgnn,corr_abs_top5,,direction_bce,balanced,with_pca,2,12,expanding,24,,83,no_signal,False,0.6477,0.6152,0.7167,0.6265,,False,True,True
framework_pyg_mtgnn_focus_withpca_h2_20260709_043738,tsl_pyg_mtgnn_direction_bce_tiny_spearman_abs_top5_with_pca_lb12_h2_s42,/root/corn_spike_sota/outputs/framework_pyg_mtgnn_focus_withpca_h2_20260709_043738/tsl_pyg_mtgnn_direction_bce_tiny_spearman_abs_top5_with_pca_lb12_h2_s42/comparison.csv,tsl_pyg_mtgnn_direction_bce_tiny_spearman_abs_top5_with_pca_lb12_h2_s42,tsl_graph,pyg_mtgnn,pyg_mtgnn,spearman_abs_top5,,direction_bce,balanced,with_pca,2,12,expanding,24,,83,no_signal,False,0.6477,0.6152,0.7167,0.6265,,False,True,True
framework_pyg_mtgnn_focus_withpca_h2_20260709_043738,tsl_pyg_mtgnn_direction_bce_tiny_knn_cosine_top5_with_pca_lb12_h2_s42,/root/corn_spike_sota/outputs/framework_pyg_mtgnn_focus_withpca_h2_20260709_043738/tsl_pyg_mtgnn_direction_bce_tiny_knn_cosine_top5_with_pca_lb12_h2_s42/comparison.csv,tsl_pyg_mtgnn_direction_bce_tiny_knn_cosine_top5_with_pca_lb12_h2_s42,tsl_graph,pyg_mtgnn,pyg_mtgnn,knn_cosine_top5,,direction_bce,balanced,with_pca,2,12,expanding,24,,83,no_signal,False,0.6477,0.6152,0.7167,0.6265,,False,True,True
framework_pyg_mtgnn_focus_withpca_h2_20260709_043738,tsl_pyg_mtgnn_direction_bce_tiny_glasso_alpha05_with_pca_lb12_h2_s42,/root/corn_spike_sota/outputs/framework_pyg_mtgnn_focus_withpca_h2_20260709_043738/tsl_pyg_mtgnn_direction_bce_tiny_glasso_alpha05_with_pca_lb12_h2_s42/comparison.csv,tsl_pyg_mtgnn_direction_bce_tiny_glasso_alpha05_with_pca_lb12_h2_s42,tsl_graph,pyg_mtgnn,pyg_mtgnn,glasso_alpha05,,direction_bce,balanced,with_pca,2,12,expanding,24,,83,no_signal,False,0.6477,0.6152,0.7167,0.6265,,False,True,True
framework_pyg_mtgnn_focus_withpca_h2_20260709_043738,tsl_pyg_mtgnn_direction_bce_tiny_corr_abs_top8_with_pca_lb12_h2_s42,/root/corn_spike_sota/outputs/framework_pyg_mtgnn_focus_withpca_h2_20260709_043738/tsl_pyg_mtgnn_direction_bce_tiny_corr_abs_top8_with_pca_lb12_h2_s42/comparison.csv,tsl_pyg_mtgnn_direction_bce_tiny_corr_abs_top8_with_pca_lb12_h2_s42,tsl_graph,pyg_mtgnn,pyg_mtgnn,corr_abs_top8,,direction_bce,balanced,with_pca,2,12,expanding,24,,83,no_signal,False,0.6477,0.6116,0.7149,0.6265,,False,True,True
framework_pyg_mtgnn_longlookback_refine_20260709_0632,tsl_pyg_mtgnn_direction_bce_tiny_corr_abs_top3_with_pca_lb12_h2_s42,/root/corn_spike_sota/outputs/framework_pyg_mtgnn_longlookback_refine_20260709_0632/tsl_pyg_mtgnn_direction_bce_tiny_corr_abs_top3_with_pca_lb12_h2_s42/comparison.csv,tsl_pyg_mtgnn_direction_bce_tiny_corr_abs_top3_with_pca_lb12_h2_s42,tsl_graph,pyg_mtgnn,pyg_mtgnn,corr_abs_top3,,direction_bce,balanced,with_pca,2,12,expanding,24,,83,no_signal,False,0.6477,0.5534,0.6637,0.6265,,False,True,True
framework_pyg_mtgnn_longlookback_refine_20260709_0632,tsl_pyg_mtgnn_direction_bce_tiny_corr_abs_top5_with_pca_lb12_h2_s42,/root/corn_spike_sota/outputs/framework_pyg_mtgnn_longlookback_refine_20260709_0632/tsl_pyg_mtgnn_direction_bce_tiny_corr_abs_top5_with_pca_lb12_h2_s42/comparison.csv,tsl_pyg_mtgnn_direction_bce_tiny_corr_abs_top5_with_pca_lb12_h2_s42,tsl_graph,pyg_mtgnn,pyg_mtgnn,corr_abs_top5,,direction_bce,balanced,with_pca,2,12,expanding,24,,83,no_signal,False,0.6477,0.5534,0.6637,0.6265,,False,True,True
framework_pyg_mtgnn_longlookback_refine_20260709_0632,tsl_pyg_mtgnn_direction_bce_tiny_spearman_abs_top5_with_pca_lb12_h2_s42,/root/corn_spike_sota/outputs/framework_pyg_mtgnn_longlookback_refine_20260709_0632/tsl_pyg_mtgnn_direction_bce_tiny_spearman_abs_top5_with_pca_lb12_h2_s42/comparison.csv,tsl_pyg_mtgnn_direction_bce_tiny_spearman_abs_top5_with_pca_lb12_h2_s42,tsl_graph,pyg_mtgnn,pyg_mtgnn,spearman_abs_top5,,direction_bce,balanced,with_pca,2,12,expanding,24,,83,no_signal,False,0.6477,0.5534,0.6637,0.6265,,False,True,True
framework_pyg_mtgnn_longlookback_refine_20260709_0632,tsl_pyg_mtgnn_direction_bce_tiny_knn_cosine_top5_with_pca_lb12_h2_s42,/root/corn_spike_sota/outputs/framework_pyg_mtgnn_longlookback_refine_20260709_0632/tsl_pyg_mtgnn_direction_bce_tiny_knn_cosine_top5_with_pca_lb12_h2_s42/comparison.csv,tsl_pyg_mtgnn_direction_bce_tiny_knn_cosine_top5_with_pca_lb12_h2_s42,tsl_graph,pyg_mtgnn,pyg_mtgnn,knn_cosine_top5,,direction_bce,balanced,with_pca,2,12,expanding,24,,83,no_signal,False,0.6477,0.5534,0.6637,0.6265,,False,True,True
framework_pyg_mtgnn_longlookback_refine_20260709_0632,tsl_pyg_mtgnn_direction_bce_tiny_knn_euclidean_top5_with_pca_lb12_h2_s42,/root/corn_spike_sota/outputs/framework_pyg_mtgnn_longlookback_refine_20260709_0632/tsl_pyg_mtgnn_direction_bce_tiny_knn_euclidean_top5_with_pca_lb12_h2_s42/comparison.csv,tsl_pyg_mtgnn_direction_bce_tiny_knn_euclidean_top5_with_pca_lb12_h2_s42,tsl_graph,pyg_mtgnn,pyg_mtgnn,knn_euclidean_top5,,direction_bce,balanced,with_pca,2,12,expanding,24,,83,no_signal,False,0.6477,0.5534,0.6637,0.6265,,False,True,True
framework_pyg_mtgnn_longlookback_refine_20260709_0632,tsl_pyg_mtgnn_direction_bce_tiny_glasso_alpha05_with_pca_lb12_h2_s42,/root/corn_spike_sota/outputs/framework_pyg_mtgnn_longlookback_refine_20260709_0632/tsl_pyg_mtgnn_direction_bce_tiny_glasso_alpha05_with_pca_lb12_h2_s42/comparison.csv,tsl_pyg_mtgnn_direction_bce_tiny_glasso_alpha05_with_pca_lb12_h2_s42,tsl_graph,pyg_mtgnn,pyg_mtgnn,glasso_alpha05,,direction_bce,balanced,with_pca,2,12,expanding,24,,83,no_signal,False,0.6477,0.5534,0.6637,0.6265,,False,True,True
framework_pyg_mtgnn_longlookback_refine_20260709_0632,tsl_pyg_mtgnn_direction_bce_tiny_corr_abs_top8_with_pca_lb12_h2_s42,/root/corn_spike_sota/outputs/framework_pyg_mtgnn_longlookback_refine_20260709_0632/tsl_pyg_mtgnn_direction_bce_tiny_corr_abs_top8_with_pca_lb12_h2_s42/comparison.csv,tsl_pyg_mtgnn_direction_bce_tiny_corr_abs_top8_with_pca_lb12_h2_s42,tsl_graph,pyg_mtgnn,pyg_mtgnn,corr_abs_top8,,direction_bce,balanced,with_pca,2,12,expanding,24,,83,no_signal,False,0.6477,0.5528,0.6635,0.6265,,False,True,True
framework_tsl_graph_shortlookback_directionbce_20260709_032526,tsl_dcrnn_direction_bce_tiny_corr_abs_top8_no_pca_lb2_h2_s42,/root/corn_spike_sota/outputs/framework_tsl_graph_shortlookback_directionbce_20260709_032526/tsl_dcrnn_direction_bce_tiny_corr_abs_top8_no_pca_lb2_h2_s42/comparison.csv,tsl_dcrnn_direction_bce_tiny_corr_abs_top8_no_pca_lb2_h2_s42,tsl_graph,dcrnn,dcrnn,corr_abs_top8,,direction_bce,balanced,no_pca,2,2,expanding,24,,93,no_signal,False,0.6434,0.6014,0.6387,0.6774,,False,True,True
framework_tsl_graph_shortlookback_directionbce_20260709_032526,tsl_dcrnn_direction_bce_tiny_corr_abs_top3_with_pca_lb2_h2_s42,/root/corn_spike_sota/outputs/framework_tsl_graph_shortlookback_directionbce_20260709_032526/tsl_dcrnn_direction_bce_tiny_corr_abs_top3_with_pca_lb2_h2_s42/comparison.csv,tsl_dcrnn_direction_bce_tiny_corr_abs_top3_with_pca_lb2_h2_s42,tsl_graph,dcrnn,dcrnn,corr_abs_top3,,direction_bce,balanced,with_pca,2,2,expanding,24,,93,no_signal,False,0.6434,0.5995,0.6436,0.6774,,False,True,True
framework_tsl_graph_shortlookback_directionbce_20260709_032526,tsl_dcrnn_direction_bce_tiny_knn_cosine_top5_no_pca_lb2_h2_s42,/root/corn_spike_sota/outputs/framework_tsl_graph_shortlookback_directionbce_20260709_032526/tsl_dcrnn_direction_bce_tiny_knn_cosine_top5_no_pca_lb2_h2_s42/comparison.csv,tsl_dcrnn_direction_bce_tiny_knn_cosine_top5_no_pca_lb2_h2_s42,tsl_graph,dcrnn,dcrnn,knn_cosine_top5,,direction_bce,balanced,no_pca,2,2,expanding,24,,93,no_signal,False,0.6434,0.5943,0.6285,0.6774,,False,True,True
framework_tsl_graph_shortlookback_directionbce_20260709_032526,tsl_dcrnn_direction_bce_tiny_knn_cosine_top5_with_pca_lb2_h2_s42,/root/corn_spike_sota/outputs/framework_tsl_graph_shortlookback_directionbce_20260709_032526/tsl_dcrnn_direction_bce_tiny_knn_cosine_top5_with_pca_lb2_h2_s42/comparison.csv,tsl_dcrnn_direction_bce_tiny_knn_cosine_top5_with_pca_lb2_h2_s42,tsl_graph,dcrnn,dcrnn,knn_cosine_top5,,direction_bce,balanced,with_pca,2,2,expanding,24,,93,no_signal,False,0.6434,0.5939,0.6357,0.6774,,False,True,True
framework_tsl_graph_shortlookback_directionbce_20260709_032526,tsl_dcrnn_direction_bce_tiny_corr_abs_top3_no_pca_lb2_h2_s42,/root/corn_spike_sota/outputs/framework_tsl_graph_shortlookback_directionbce_20260709_032526/tsl_dcrnn_direction_bce_tiny_corr_abs_top3_no_pca_lb2_h2_s42/comparison.csv,tsl_dcrnn_direction_bce_tiny_corr_abs_top3_no_pca_lb2_h2_s42,tsl_graph,dcrnn,dcrnn,corr_abs_top3,,direction_bce,balanced,no_pca,2,2,expanding,24,,93,no_signal,False,0.6434,0.5939,0.6288,0.6774,,False,True,True
framework_tsl_graph_shortlookback_directionbce_20260709_032526,tsl_dcrnn_direction_bce_tiny_corr_abs_top3_no_pca_lb3_h1_s42,/root/corn_spike_sota/outputs/framework_tsl_graph_shortlookback_directionbce_20260709_032526/tsl_dcrnn_direction_bce_tiny_corr_abs_top3_no_pca_lb3_h1_s42/comparison.csv,tsl_dcrnn_direction_bce_tiny_corr_abs_top3_no_pca_lb3_h1_s42,tsl_graph,dcrnn,dcrnn,corr_abs_top3,,direction_bce,balanced,no_pca,1,3,expanding,24,,94,no_signal,False,0.6413,0.5892,0.5364,0.6383,,False,True,True
framework_tsl_dcrnn_gwn_refine_h2_20260709_0647,tsl_graph_wavenet_direction_bce_small_knn_cosine_top5_no_pca_lb2_h2_s43,/root/corn_spike_sota/outputs/framework_tsl_dcrnn_gwn_refine_h2_20260709_0647/tsl_graph_wavenet_direction_bce_small_knn_cosine_top5_no_pca_lb2_h2_s43/comparison.csv,tsl_graph_wavenet_direction_bce_small_knn_cosine_top5_no_pca_lb2_h2_s43,tsl_graph,graph_wavenet,graph_wavenet,knn_cosine_top5,,direction_bce,balanced,no_pca,2,2,expanding,24,,93,no_signal,False,0.6399,0.6127,0.6876,0.6559,,False,True,True
framework_tsl_dcrnn_gwn_refine_h2_20260709_0647,tsl_dcrnn_direction_bce_small_knn_cosine_top5_no_pca_lb2_h2_s43,/root/corn_spike_sota/outputs/framework_tsl_dcrnn_gwn_refine_h2_20260709_0647/tsl_dcrnn_direction_bce_small_knn_cosine_top5_no_pca_lb2_h2_s43/comparison.csv,tsl_dcrnn_direction_bce_small_knn_cosine_top5_no_pca_lb2_h2_s43,tsl_graph,dcrnn,dcrnn,knn_cosine_top5,,direction_bce,balanced,no_pca,2,2,expanding,24,,93,no_signal,False,0.6399,0.6094,0.6635,0.6559,,False,True,True
framework_tsl_dcrnn_gwn_refine_h2_20260709_0647,tsl_graph_wavenet_direction_bce_small_corr_abs_top5_no_pca_lb2_h2_s43,/root/corn_spike_sota/outputs/framework_tsl_dcrnn_gwn_refine_h2_20260709_0647/tsl_graph_wavenet_direction_bce_small_corr_abs_top5_no_pca_lb2_h2_s43/comparison.csv,tsl_graph_wavenet_direction_bce_small_corr_abs_top5_no_pca_lb2_h2_s43,tsl_graph,graph_wavenet,graph_wavenet,corr_abs_top5,,direction_bce,balanced,no_pca,2,2,expanding,24,,93,no_signal,False,0.6399,0.6019,0.6726,0.6559,,False,True,True
framework_tsl_dcrnn_gwn_refine_h2_20260709_0647,tsl_graph_wavenet_direction_bce_small_corr_abs_top8_no_pca_lb2_h2_s43,/root/corn_spike_sota/outputs/framework_tsl_dcrnn_gwn_refine_h2_20260709_0647/tsl_graph_wavenet_direction_bce_small_corr_abs_top8_no_pca_lb2_h2_s43/comparison.csv,tsl_graph_wavenet_direction_bce_small_corr_abs_top8_no_pca_lb2_h2_s43,tsl_graph,graph_wavenet,graph_wavenet,corr_abs_top8,,direction_bce,balanced,no_pca,2,2,expanding,24,,93,no_signal,False,0.6399,0.6005,0.6675,0.6559,,False,True,True
framework_pyg_temporal_attention_directionbce_20260709_022859,tsl_pyg_mtgnn_direction_bce_tiny_corr_abs_top3_no_pca_lb12_h2_s42,/root/corn_spike_sota/outputs/framework_pyg_temporal_attention_directionbce_20260709_022859/tsl_pyg_mtgnn_direction_bce_tiny_corr_abs_top3_no_pca_lb12_h2_s42/comparison.csv,tsl_pyg_mtgnn_direction_bce_tiny_corr_abs_top3_no_pca_lb12_h2_s42,tsl_graph,pyg_mtgnn,pyg_mtgnn,corr_abs_top3,,direction_bce,balanced,no_pca,2,12,expanding,24,,83,no_signal,False,0.6363,0.6639,0.7773,0.6024,,False,True,True
framework_pyg_temporal_attention_directionbce_20260709_022859,tsl_pyg_mtgnn_direction_bce_tiny_knn_cosine_top5_no_pca_lb12_h2_s42,/root/corn_spike_sota/outputs/framework_pyg_temporal_attention_directionbce_20260709_022859/tsl_pyg_mtgnn_direction_bce_tiny_knn_cosine_top5_no_pca_lb12_h2_s42/comparison.csv,tsl_pyg_mtgnn_direction_bce_tiny_knn_cosine_top5_no_pca_lb12_h2_s42,tsl_graph,pyg_mtgnn,pyg_mtgnn,knn_cosine_top5,,direction_bce,balanced,no_pca,2,12,expanding,24,,83,no_signal,False,0.6363,0.6639,0.7771,0.6024,,False,True,True
framework_pyg_temporal_mtgcn_graphbuilder_expand_20260709_032909,tsl_pyg_mtgnn_direction_bce_tiny_corr_abs_top5_no_pca_lb12_h2_s42,/root/corn_spike_sota/outputs/framework_pyg_temporal_mtgcn_graphbuilder_expand_20260709_032909/tsl_pyg_mtgnn_direction_bce_tiny_corr_abs_top5_no_pca_lb12_h2_s42/comparison.csv,tsl_pyg_mtgnn_direction_bce_tiny_corr_abs_top5_no_pca_lb12_h2_s42,tsl_graph,pyg_mtgnn,pyg_mtgnn,corr_abs_top5,,direction_bce,balanced,no_pca,2,12,expanding,24,,83,no_signal,False,0.6363,0.6633,0.7772,0.6024,,False,True,True
framework_pyg_temporal_mtgcn_graphbuilder_expand_20260709_032909,tsl_pyg_mtgnn_direction_bce_tiny_glasso_alpha05_no_pca_lb12_h2_s42,/root/corn_spike_sota/outputs/framework_pyg_temporal_mtgcn_graphbuilder_expand_20260709_032909/tsl_pyg_mtgnn_direction_bce_tiny_glasso_alpha05_no_pca_lb12_h2_s42/comparison.csv,tsl_pyg_mtgnn_direction_bce_tiny_glasso_alpha05_no_pca_lb12_h2_s42,tsl_graph,pyg_mtgnn,pyg_mtgnn,glasso_alpha05,,direction_bce,balanced,no_pca,2,12,expanding,24,,83,no_signal,False,0.6363,0.6633,0.7772,0.6024,,False,True,True
framework_pyg_temporal_attention_directionbce_20260709_022859,tsl_pyg_mtgnn_direction_bce_tiny_corr_abs_top8_no_pca_lb12_h2_s42,/root/corn_spike_sota/outputs/framework_pyg_temporal_attention_directionbce_20260709_022859/tsl_pyg_mtgnn_direction_bce_tiny_corr_abs_top8_no_pca_lb12_h2_s42/comparison.csv,tsl_pyg_mtgnn_direction_bce_tiny_corr_abs_top8_no_pca_lb12_h2_s42,tsl_graph,pyg_mtgnn,pyg_mtgnn,corr_abs_top8,,direction_bce,balanced,no_pca,2,12,expanding,24,,83,no_signal,False,0.6363,0.6627,0.7769,0.6024,,False,True,True
framework_pyg_temporal_mtgcn_graphbuilder_expand_20260709_032909,tsl_pyg_mtgnn_direction_bce_tiny_knn_euclidean_top5_no_pca_lb12_h2_s42,/root/corn_spike_sota/outputs/framework_pyg_temporal_mtgcn_graphbuilder_expand_20260709_032909/tsl_pyg_mtgnn_direction_bce_tiny_knn_euclidean_top5_no_pca_lb12_h2_s42/comparison.csv,tsl_pyg_mtgnn_direction_bce_tiny_knn_euclidean_top5_no_pca_lb12_h2_s42,tsl_graph,pyg_mtgnn,pyg_mtgnn,knn_euclidean_top5,,direction_bce,balanced,no_pca,2,12,expanding,24,,83,no_signal,False,0.6363,0.6627,0.7766,0.6024,,False,True,True
framework_pyg_temporal_mtgcn_graphbuilder_expand_20260709_032909,tsl_pyg_mtgnn_direction_bce_tiny_spearman_abs_top5_no_pca_lb12_h2_s42,/root/corn_spike_sota/outputs/framework_pyg_temporal_mtgcn_graphbuilder_expand_20260709_032909/tsl_pyg_mtgnn_direction_bce_tiny_spearman_abs_top5_no_pca_lb12_h2_s42/comparison.csv,tsl_pyg_mtgnn_direction_bce_tiny_spearman_abs_top5_no_pca_lb12_h2_s42,tsl_graph,pyg_mtgnn,pyg_mtgnn,spearman_abs_top5,,direction_bce,balanced,no_pca,2,12,expanding,24,,83,no_signal,False,0.6363,0.6627,0.7766,0.6024,,False,True,True
framework_tsl_dcrnn_gwn_refine_h2_20260709_0647,tsl_dcrnn_direction_bce_small_corr_abs_top8_no_pca_lb2_h2_s43,/root/corn_spike_sota/outputs/framework_tsl_dcrnn_gwn_refine_h2_20260709_0647/tsl_dcrnn_direction_bce_small_corr_abs_top8_no_pca_lb2_h2_s43/comparison.csv,tsl_dcrnn_direction_bce_small_corr_abs_top8_no_pca_lb2_h2_s43,tsl_graph,dcrnn,dcrnn,corr_abs_top8,,direction_bce,balanced,no_pca,2,2,expanding,24,,93,no_signal,False,0.6333,0.5844,0.6523,0.6344,,False,True,True
graph_official_recurrence_pyts_20260709_085225,graphfw_random_forest_shallow_corr_abs_top3_recurrence_plot_stats_with_pca_lb12_h1,/root/corn_spike_sota/outputs/graph_official_recurrence_pyts_20260709_085225/graphfw_random_forest_shallow_corr_abs_top3_recurrence_plot_stats_with_pca_lb12_h1/comparison.csv,graphfw_random_forest_shallow_corr_abs_top3_recurrence_plot_stats_with_pca_lb12_h1,graph_official_pool,,random_forest_shallow,corr_abs_top3,recurrence_plot_stats,,,with_pca,1,12,expanding,24,,85,no_signal,False,0.633,0.571,0.522,0.6235,-0.0974,False,True,True
framework_tsl_dcrnn_gwn_refine_h2_20260709_0647,tsl_graph_wavenet_direction_bce_small_spearman_abs_top5_no_pca_lb3_h2_s43,/root/corn_spike_sota/outputs/framework_tsl_dcrnn_gwn_refine_h2_20260709_0647/tsl_graph_wavenet_direction_bce_small_spearman_abs_top5_no_pca_lb3_h2_s43/comparison.csv,tsl_graph_wavenet_direction_bce_small_spearman_abs_top5_no_pca_lb3_h2_s43,tsl_graph,graph_wavenet,graph_wavenet,spearman_abs_top5,,direction_bce,balanced,no_pca,2,3,expanding,24,,92,no_signal,False,0.6304,0.6323,0.6679,0.6522,,False,True,True
framework_tsl_dcrnn_gwn_refine_h2_20260709_0647,tsl_graph_wavenet_direction_bce_small_corr_abs_top5_no_pca_lb3_h2_s43,/root/corn_spike_sota/outputs/framework_tsl_dcrnn_gwn_refine_h2_20260709_0647/tsl_graph_wavenet_direction_bce_small_corr_abs_top5_no_pca_lb3_h2_s43/comparison.csv,tsl_graph_wavenet_direction_bce_small_corr_abs_top5_no_pca_lb3_h2_s43,tsl_graph,graph_wavenet,graph_wavenet,corr_abs_top5,,direction_bce,balanced,no_pca,2,3,expanding,24,,92,no_signal,False,0.6304,0.6313,0.6604,0.6522,,False,True,True
