"dataset","model","run_id","horizon","lookback","seed","validation_rmse","selected_feature_count","best_epoch","base_fixed_params","selected_grid_params"
"corn_factors_daily_v2","random_forest","2026-07-20-16-27-20-model-catalog-autodl","20","15","3407","225.62146902179836","1110","","min_samples_leaf=2; max_features=sqrt; n_jobs=-1","n_estimators=300; max_depth=8.0"
"corn_factors_daily_v2","random_forest","2026-07-20-16-27-20-model-catalog-autodl","20","20","42","230.4068290010865","1480","","min_samples_leaf=2; max_features=sqrt; n_jobs=-1","n_estimators=300; max_depth=8.0"
"corn_factors_daily_v2","random_forest","2026-07-20-16-27-20-model-catalog-autodl","20","20","2024","230.71910764271308","1480","","min_samples_leaf=2; max_features=sqrt; n_jobs=-1","n_estimators=300; max_depth=8.0"
"corn_factors_daily_v2","random_forest","2026-07-20-16-27-20-model-catalog-autodl","20","20","3407","230.78390971183012","1480","","min_samples_leaf=2; max_features=sqrt; n_jobs=-1","n_estimators=600; max_depth="
"corn_factors_daily_v2","svr","2026-07-20-16-38-22-model-catalog-autodl","5","5","42","289.6139312086295","370","","kernel=rbf; gamma=scale","C=100.0; epsilon=0.05"
"corn_factors_daily_v2","svr","2026-07-20-16-38-22-model-catalog-autodl","5","5","2024","289.6139312086295","370","","kernel=rbf; gamma=scale","C=100.0; epsilon=0.05"
"corn_factors_daily_v2","svr","2026-07-20-16-38-22-model-catalog-autodl","5","5","3407","289.6139312086295","370","","kernel=rbf; gamma=scale","C=100.0; epsilon=0.05"
"corn_factors_daily_v2","svr","2026-07-20-16-38-22-model-catalog-autodl","5","10","42","283.883265568456","740","","kernel=rbf; gamma=scale","C=100.0; epsilon=0.05"
"corn_factors_daily_v2","svr","2026-07-20-16-38-22-model-catalog-autodl","5","10","2024","283.883265568456","740","","kernel=rbf; gamma=scale","C=100.0; epsilon=0.05"
"corn_factors_daily_v2","svr","2026-07-20-16-38-22-model-catalog-autodl","5","10","3407","283.883265568456","740","","kernel=rbf; gamma=scale","C=100.0; epsilon=0.05"
"corn_factors_daily_v2","svr","2026-07-20-16-38-22-model-catalog-autodl","5","15","42","280.01982882379946","1110","","kernel=rbf; gamma=scale","C=100.0; epsilon=0.2"
"corn_factors_daily_v2","svr","2026-07-20-16-38-22-model-catalog-autodl","5","15","2024","280.01982882379946","1110","","kernel=rbf; gamma=scale","C=100.0; epsilon=0.2"
"corn_factors_daily_v2","svr","2026-07-20-16-38-22-model-catalog-autodl","5","15","3407","280.01982882379946","1110","","kernel=rbf; gamma=scale","C=100.0; epsilon=0.2"
"corn_factors_daily_v2","svr","2026-07-20-16-38-22-model-catalog-autodl","5","20","42","278.64426063848987","1480","","kernel=rbf; gamma=scale","C=100.0; epsilon=0.2"
"corn_factors_daily_v2","svr","2026-07-20-16-38-22-model-catalog-autodl","5","20","2024","278.64426063848987","1480","","kernel=rbf; gamma=scale","C=100.0; epsilon=0.2"
"corn_factors_daily_v2","svr","2026-07-20-16-38-22-model-catalog-autodl","5","20","3407","278.64426063848987","1480","","kernel=rbf; gamma=scale","C=100.0; epsilon=0.2"
"corn_factors_daily_v2","svr","2026-07-20-16-38-22-model-catalog-autodl","10","5","42","287.0880089525573","370","","kernel=rbf; gamma=scale","C=100.0; epsilon=0.2"
"corn_factors_daily_v2","svr","2026-07-20-16-38-22-model-catalog-autodl","10","5","2024","287.0880089525573","370","","kernel=rbf; gamma=scale","C=100.0; epsilon=0.2"
"corn_factors_daily_v2","svr","2026-07-20-16-38-22-model-catalog-autodl","10","5","3407","287.0880089525573","370","","kernel=rbf; gamma=scale","C=100.0; epsilon=0.2"
"corn_factors_daily_v2","svr","2026-07-20-16-38-22-model-catalog-autodl","10","10","42","288.5415408568002","740","","kernel=rbf; gamma=scale","C=100.0; epsilon=0.05"
"corn_factors_daily_v2","svr","2026-07-20-16-38-22-model-catalog-autodl","10","10","2024","288.5415408568002","740","","kernel=rbf; gamma=scale","C=100.0; epsilon=0.05"
"corn_factors_daily_v2","svr","2026-07-20-16-38-22-model-catalog-autodl","10","10","3407","288.5415408568002","740","","kernel=rbf; gamma=scale","C=100.0; epsilon=0.05"
"corn_factors_daily_v2","svr","2026-07-20-16-38-22-model-catalog-autodl","10","15","42","281.37790764086463","1110","","kernel=rbf; gamma=scale","C=100.0; epsilon=0.2"
"corn_factors_daily_v2","svr","2026-07-20-16-38-22-model-catalog-autodl","10","15","2024","281.37790764086463","1110","","kernel=rbf; gamma=scale","C=100.0; epsilon=0.2"
"corn_factors_daily_v2","svr","2026-07-20-16-38-22-model-catalog-autodl","10","15","3407","281.37790764086463","1110","","kernel=rbf; gamma=scale","C=100.0; epsilon=0.2"
"corn_factors_daily_v2","svr","2026-07-20-16-38-22-model-catalog-autodl","10","20","42","285.7223490212687","1480","","kernel=rbf; gamma=scale","C=100.0; epsilon=0.2"
"corn_factors_daily_v2","svr","2026-07-20-16-38-22-model-catalog-autodl","10","20","2024","285.7223490212687","1480","","kernel=rbf; gamma=scale","C=100.0; epsilon=0.2"
"corn_factors_daily_v2","svr","2026-07-20-16-38-22-model-catalog-autodl","10","20","3407","285.7223490212687","1480","","kernel=rbf; gamma=scale","C=100.0; epsilon=0.2"
"corn_factors_daily_v2","svr","2026-07-20-16-38-22-model-catalog-autodl","15","5","42","286.536396090728","370","","kernel=rbf; gamma=scale","C=100.0; epsilon=0.05"
"corn_factors_daily_v2","svr","2026-07-20-16-38-22-model-catalog-autodl","15","5","2024","286.536396090728","370","","kernel=rbf; gamma=scale","C=100.0; epsilon=0.05"
"corn_factors_daily_v2","svr","2026-07-20-16-38-22-model-catalog-autodl","15","5","3407","286.536396090728","370","","kernel=rbf; gamma=scale","C=100.0; epsilon=0.05"
"corn_factors_daily_v2","svr","2026-07-20-16-38-22-model-catalog-autodl","15","10","42","282.02425182703416","740","","kernel=rbf; gamma=scale","C=100.0; epsilon=0.2"
"corn_factors_daily_v2","svr","2026-07-20-16-38-22-model-catalog-autodl","15","10","2024","282.02425182703416","740","","kernel=rbf; gamma=scale","C=100.0; epsilon=0.2"
"corn_factors_daily_v2","svr","2026-07-20-16-38-22-model-catalog-autodl","15","10","3407","282.02425182703416","740","","kernel=rbf; gamma=scale","C=100.0; epsilon=0.2"
"corn_factors_daily_v2","svr","2026-07-20-16-38-22-model-catalog-autodl","15","15","42","287.9812022692061","1110","","kernel=rbf; gamma=scale","C=100.0; epsilon=0.2"
"corn_factors_daily_v2","svr","2026-07-20-16-38-22-model-catalog-autodl","15","15","2024","287.9812022692061","1110","","kernel=rbf; gamma=scale","C=100.0; epsilon=0.2"
"corn_factors_daily_v2","svr","2026-07-20-16-38-22-model-catalog-autodl","15","15","3407","287.9812022692061","1110","","kernel=rbf; gamma=scale","C=100.0; epsilon=0.2"
"corn_factors_daily_v2","svr","2026-07-20-16-38-22-model-catalog-autodl","15","20","42","283.98737021888684","1480","","kernel=rbf; gamma=scale","C=100.0; epsilon=0.05"
"corn_factors_daily_v2","svr","2026-07-20-16-38-22-model-catalog-autodl","15","20","2024","283.98737021888684","1480","","kernel=rbf; gamma=scale","C=100.0; epsilon=0.05"
"corn_factors_daily_v2","svr","2026-07-20-16-38-22-model-catalog-autodl","15","20","3407","283.98737021888684","1480","","kernel=rbf; gamma=scale","C=100.0; epsilon=0.05"
"corn_factors_daily_v2","svr","2026-07-20-16-38-22-model-catalog-autodl","20","5","42","280.3532503388356","370","","kernel=rbf; gamma=scale","C=100.0; epsilon=0.05"
"corn_factors_daily_v2","svr","2026-07-20-16-38-22-model-catalog-autodl","20","5","2024","280.3532503388356","370","","kernel=rbf; gamma=scale","C=100.0; epsilon=0.05"
"corn_factors_daily_v2","svr","2026-07-20-16-38-22-model-catalog-autodl","20","5","3407","280.3532503388356","370","","kernel=rbf; gamma=scale","C=100.0; epsilon=0.05"
"corn_factors_daily_v2","svr","2026-07-20-16-38-22-model-catalog-autodl","20","10","42","283.5411569759293","740","","kernel=rbf; gamma=scale","C=100.0; epsilon=0.05"
"corn_factors_daily_v2","svr","2026-07-20-16-38-22-model-catalog-autodl","20","10","2024","283.5411569759293","740","","kernel=rbf; gamma=scale","C=100.0; epsilon=0.05"
"corn_factors_daily_v2","svr","2026-07-20-16-38-22-model-catalog-autodl","20","10","3407","283.5411569759293","740","","kernel=rbf; gamma=scale","C=100.0; epsilon=0.05"
"corn_factors_daily_v2","svr","2026-07-20-16-38-22-model-catalog-autodl","20","15","42","283.30604301470925","1110","","kernel=rbf; gamma=scale","C=100.0; epsilon=0.05"
"corn_factors_daily_v2","svr","2026-07-20-16-38-22-model-catalog-autodl","20","15","2024","283.30604301470925","1110","","kernel=rbf; gamma=scale","C=100.0; epsilon=0.05"
"corn_factors_daily_v2","svr","2026-07-20-16-38-22-model-catalog-autodl","20","15","3407","283.30604301470925","1110","","kernel=rbf; gamma=scale","C=100.0; epsilon=0.05"
"corn_factors_daily_v2","svr","2026-07-20-16-38-22-model-catalog-autodl","20","20","42","274.5926286653712","1480","","kernel=rbf; gamma=scale","C=100.0; epsilon=0.2"
"corn_factors_daily_v2","svr","2026-07-20-16-38-22-model-catalog-autodl","20","20","2024","274.5926286653712","1480","","kernel=rbf; gamma=scale","C=100.0; epsilon=0.2"
"corn_factors_daily_v2","svr","2026-07-20-16-38-22-model-catalog-autodl","20","20","3407","274.5926286653712","1480","","kernel=rbf; gamma=scale","C=100.0; epsilon=0.2"
"corn_factors_daily_v2","xgboost","2026-07-20-16-31-17-model-catalog-autodl","5","5","42","56.44132173552379","370","","objective=reg:squarederror; eval_metric=rmse; n_estimators=1200; early_stopping_rounds=60; subsample=0.8; colsample_bytree=0.8; tree_method=hist; device=cuda; n_jobs=-1","max_depth=4; learning_rate=0.08"
"corn_factors_daily_v2","xgboost","2026-07-20-16-31-17-model-catalog-autodl","5","5","2024","58.36253983560984","370","","objective=reg:squarederror; eval_metric=rmse; n_estimators=1200; early_stopping_rounds=60; subsample=0.8; colsample_bytree=0.8; tree_method=hist; device=cuda; n_jobs=-1","max_depth=4; learning_rate=0.08"
"corn_factors_daily_v2","xgboost","2026-07-20-16-31-17-model-catalog-autodl","5","5","3407","57.594412143227096","370","","objective=reg:squarederror; eval_metric=rmse; n_estimators=1200; early_stopping_rounds=60; subsample=0.8; colsample_bytree=0.8; tree_method=hist; device=cuda; n_jobs=-1","max_depth=4; learning_rate=0.08"
"corn_factors_daily_v2","xgboost","2026-07-20-16-31-17-model-catalog-autodl","5","10","42","64.8021607476536","740","","objective=reg:squarederror; eval_metric=rmse; n_estimators=1200; early_stopping_rounds=60; subsample=0.8; colsample_bytree=0.8; tree_method=hist; device=cuda; n_jobs=-1","max_depth=4; learning_rate=0.03"
"corn_factors_daily_v2","xgboost","2026-07-20-16-31-17-model-catalog-autodl","5","10","2024","65.0175111040326","740","","objective=reg:squarederror; eval_metric=rmse; n_estimators=1200; early_stopping_rounds=60; subsample=0.8; colsample_bytree=0.8; tree_method=hist; device=cuda; n_jobs=-1","max_depth=4; learning_rate=0.03"
"corn_factors_daily_v2","xgboost","2026-07-20-16-31-17-model-catalog-autodl","5","10","3407","61.504963627033696","740","","objective=reg:squarederror; eval_metric=rmse; n_estimators=1200; early_stopping_rounds=60; subsample=0.8; colsample_bytree=0.8; tree_method=hist; device=cuda; n_jobs=-1","max_depth=4; learning_rate=0.08"
"corn_factors_daily_v2","xgboost","2026-07-20-16-31-17-model-catalog-autodl","5","15","42","64.01156224682799","1110","","objective=reg:squarederror; eval_metric=rmse; n_estimators=1200; early_stopping_rounds=60; subsample=0.8; colsample_bytree=0.8; tree_method=hist; device=cuda; n_jobs=-1","max_depth=4; learning_rate=0.08"
"corn_factors_daily_v2","xgboost","2026-07-20-16-31-17-model-catalog-autodl","5","15","2024","63.058095979394224","1110","","objective=reg:squarederror; eval_metric=rmse; n_estimators=1200; early_stopping_rounds=60; subsample=0.8; colsample_bytree=0.8; tree_method=hist; device=cuda; n_jobs=-1","max_depth=4; learning_rate=0.03"
"corn_factors_daily_v2","xgboost","2026-07-20-16-31-17-model-catalog-autodl","5","15","3407","65.02310628469507","1110","","objective=reg:squarederror; eval_metric=rmse; n_estimators=1200; early_stopping_rounds=60; subsample=0.8; colsample_bytree=0.8; tree_method=hist; device=cuda; n_jobs=-1","max_depth=4; learning_rate=0.03"
"corn_factors_daily_v2","xgboost","2026-07-20-16-31-17-model-catalog-autodl","5","20","42","61.924632657065395","1480","","objective=reg:squarederror; eval_metric=rmse; n_estimators=1200; early_stopping_rounds=60; subsample=0.8; colsample_bytree=0.8; tree_method=hist; device=cuda; n_jobs=-1","max_depth=4; learning_rate=0.08"
"corn_factors_daily_v2","xgboost","2026-07-20-16-31-17-model-catalog-autodl","5","20","2024","61.714839290220375","1480","","objective=reg:squarederror; eval_metric=rmse; n_estimators=1200; early_stopping_rounds=60; subsample=0.8; colsample_bytree=0.8; tree_method=hist; device=cuda; n_jobs=-1","max_depth=4; learning_rate=0.08"
"corn_factors_daily_v2","xgboost","2026-07-20-16-31-17-model-catalog-autodl","5","20","3407","60.89337398917888","1480","","objective=reg:squarederror; eval_metric=rmse; n_estimators=1200; early_stopping_rounds=60; subsample=0.8; colsample_bytree=0.8; tree_method=hist; device=cuda; n_jobs=-1","max_depth=4; learning_rate=0.08"
"corn_factors_daily_v2","xgboost","2026-07-20-16-31-17-model-catalog-autodl","10","5","42","88.07142432239262","370","","objective=reg:squarederror; eval_metric=rmse; n_estimators=1200; early_stopping_rounds=60; subsample=0.8; colsample_bytree=0.8; tree_method=hist; device=cuda; n_jobs=-1","max_depth=4; learning_rate=0.03"
"corn_factors_daily_v2","xgboost","2026-07-20-16-31-17-model-catalog-autodl","10","5","2024","81.57224843669977","370","","objective=reg:squarederror; eval_metric=rmse; n_estimators=1200; early_stopping_rounds=60; subsample=0.8; colsample_bytree=0.8; tree_method=hist; device=cuda; n_jobs=-1","max_depth=4; learning_rate=0.08"
"corn_factors_daily_v2","xgboost","2026-07-20-16-31-17-model-catalog-autodl","10","5","3407","83.00929999768852","370","","objective=reg:squarederror; eval_metric=rmse; n_estimators=1200; early_stopping_rounds=60; subsample=0.8; colsample_bytree=0.8; tree_method=hist; device=cuda; n_jobs=-1","max_depth=4; learning_rate=0.08"
"corn_factors_daily_v2","xgboost","2026-07-20-16-31-17-model-catalog-autodl","10","10","42","82.0847768081446","740","","objective=reg:squarederror; eval_metric=rmse; n_estimators=1200; early_stopping_rounds=60; subsample=0.8; colsample_bytree=0.8; tree_method=hist; device=cuda; n_jobs=-1","max_depth=4; learning_rate=0.03"
"corn_factors_daily_v2","xgboost","2026-07-20-16-31-17-model-catalog-autodl","10","10","2024","79.43386277367004","740","","objective=reg:squarederror; eval_metric=rmse; n_estimators=1200; early_stopping_rounds=60; subsample=0.8; colsample_bytree=0.8; tree_method=hist; device=cuda; n_jobs=-1","max_depth=4; learning_rate=0.03"
"corn_factors_daily_v2","xgboost","2026-07-20-16-31-17-model-catalog-autodl","10","10","3407","81.81883327066022","740","","objective=reg:squarederror; eval_metric=rmse; n_estimators=1200; early_stopping_rounds=60; subsample=0.8; colsample_bytree=0.8; tree_method=hist; device=cuda; n_jobs=-1","max_depth=4; learning_rate=0.08"
"corn_factors_daily_v2","xgboost","2026-07-20-16-31-17-model-catalog-autodl","10","15","42","76.53842745348875","1110","","objective=reg:squarederror; eval_metric=rmse; n_estimators=1200; early_stopping_rounds=60; subsample=0.8; colsample_bytree=0.8; tree_method=hist; device=cuda; n_jobs=-1","max_depth=4; learning_rate=0.03"
"corn_factors_daily_v2","xgboost","2026-07-20-16-31-17-model-catalog-autodl","10","15","2024","75.06576869134263","1110","","objective=reg:squarederror; eval_metric=rmse; n_estimators=1200; early_stopping_rounds=60; subsample=0.8; colsample_bytree=0.8; tree_method=hist; device=cuda; n_jobs=-1","max_depth=4; learning_rate=0.08"
"corn_factors_daily_v2","xgboost","2026-07-20-16-31-17-model-catalog-autodl","10","15","3407","78.1232608190142","1110","","objective=reg:squarederror; eval_metric=rmse; n_estimators=1200; early_stopping_rounds=60; subsample=0.8; colsample_bytree=0.8; tree_method=hist; device=cuda; n_jobs=-1","max_depth=4; learning_rate=0.03"
"corn_factors_daily_v2","xgboost","2026-07-20-16-31-17-model-catalog-autodl","10","20","42","78.69684300936578","1480","","objective=reg:squarederror; eval_metric=rmse; n_estimators=1200; early_stopping_rounds=60; subsample=0.8; colsample_bytree=0.8; tree_method=hist; device=cuda; n_jobs=-1","max_depth=4; learning_rate=0.03"
"corn_factors_daily_v2","xgboost","2026-07-20-16-31-17-model-catalog-autodl","10","20","2024","78.3208870869827","1480","","objective=reg:squarederror; eval_metric=rmse; n_estimators=1200; early_stopping_rounds=60; subsample=0.8; colsample_bytree=0.8; tree_method=hist; device=cuda; n_jobs=-1","max_depth=4; learning_rate=0.08"
"corn_factors_daily_v2","xgboost","2026-07-20-16-31-17-model-catalog-autodl","10","20","3407","78.37028121412784","1480","","objective=reg:squarederror; eval_metric=rmse; n_estimators=1200; early_stopping_rounds=60; subsample=0.8; colsample_bytree=0.8; tree_method=hist; device=cuda; n_jobs=-1","max_depth=4; learning_rate=0.03"
"corn_factors_daily_v2","xgboost","2026-07-20-16-31-17-model-catalog-autodl","15","5","42","85.75096027248343","370","","objective=reg:squarederror; eval_metric=rmse; n_estimators=1200; early_stopping_rounds=60; subsample=0.8; colsample_bytree=0.8; tree_method=hist; device=cuda; n_jobs=-1","max_depth=4; learning_rate=0.08"
"corn_factors_daily_v2","xgboost","2026-07-20-16-31-17-model-catalog-autodl","15","5","2024","91.8769088573013","370","","objective=reg:squarederror; eval_metric=rmse; n_estimators=1200; early_stopping_rounds=60; subsample=0.8; colsample_bytree=0.8; tree_method=hist; device=cuda; n_jobs=-1","max_depth=4; learning_rate=0.03"
"corn_factors_daily_v2","xgboost","2026-07-20-16-31-17-model-catalog-autodl","15","5","3407","91.14838639784658","370","","objective=reg:squarederror; eval_metric=rmse; n_estimators=1200; early_stopping_rounds=60; subsample=0.8; colsample_bytree=0.8; tree_method=hist; device=cuda; n_jobs=-1","max_depth=4; learning_rate=0.03"
"corn_factors_daily_v2","xgboost","2026-07-20-16-31-17-model-catalog-autodl","15","10","42","84.12925477331157","740","","objective=reg:squarederror; eval_metric=rmse; n_estimators=1200; early_stopping_rounds=60; subsample=0.8; colsample_bytree=0.8; tree_method=hist; device=cuda; n_jobs=-1","max_depth=4; learning_rate=0.08"
"corn_factors_daily_v2","xgboost","2026-07-20-16-31-17-model-catalog-autodl","15","10","2024","82.27352145058056","740","","objective=reg:squarederror; eval_metric=rmse; n_estimators=1200; early_stopping_rounds=60; subsample=0.8; colsample_bytree=0.8; tree_method=hist; device=cuda; n_jobs=-1","max_depth=4; learning_rate=0.03"
"corn_factors_daily_v2","xgboost","2026-07-20-16-31-17-model-catalog-autodl","15","10","3407","84.16441461305618","740","","objective=reg:squarederror; eval_metric=rmse; n_estimators=1200; early_stopping_rounds=60; subsample=0.8; colsample_bytree=0.8; tree_method=hist; device=cuda; n_jobs=-1","max_depth=4; learning_rate=0.08"
"corn_factors_daily_v2","xgboost","2026-07-20-16-31-17-model-catalog-autodl","15","15","42","81.14380490803137","1110","","objective=reg:squarederror; eval_metric=rmse; n_estimators=1200; early_stopping_rounds=60; subsample=0.8; colsample_bytree=0.8; tree_method=hist; device=cuda; n_jobs=-1","max_depth=4; learning_rate=0.08"
"corn_factors_daily_v2","xgboost","2026-07-20-16-31-17-model-catalog-autodl","15","15","2024","82.87606230487425","1110","","objective=reg:squarederror; eval_metric=rmse; n_estimators=1200; early_stopping_rounds=60; subsample=0.8; colsample_bytree=0.8; tree_method=hist; device=cuda; n_jobs=-1","max_depth=4; learning_rate=0.08"
"corn_factors_daily_v2","xgboost","2026-07-20-16-31-17-model-catalog-autodl","15","15","3407","82.0466511647987","1110","","objective=reg:squarederror; eval_metric=rmse; n_estimators=1200; early_stopping_rounds=60; subsample=0.8; colsample_bytree=0.8; tree_method=hist; device=cuda; n_jobs=-1","max_depth=4; learning_rate=0.03"
"corn_factors_daily_v2","xgboost","2026-07-20-16-31-17-model-catalog-autodl","15","20","42","80.87305450150204","1480","","objective=reg:squarederror; eval_metric=rmse; n_estimators=1200; early_stopping_rounds=60; subsample=0.8; colsample_bytree=0.8; tree_method=hist; device=cuda; n_jobs=-1","max_depth=4; learning_rate=0.03"
"corn_factors_daily_v2","xgboost","2026-07-20-16-31-17-model-catalog-autodl","15","20","2024","79.54909891193734","1480","","objective=reg:squarederror; eval_metric=rmse; n_estimators=1200; early_stopping_rounds=60; subsample=0.8; colsample_bytree=0.8; tree_method=hist; device=cuda; n_jobs=-1","max_depth=4; learning_rate=0.08"
"corn_factors_daily_v2","xgboost","2026-07-20-16-31-17-model-catalog-autodl","15","20","3407","79.98229262157972","1480","","objective=reg:squarederror; eval_metric=rmse; n_estimators=1200; early_stopping_rounds=60; subsample=0.8; colsample_bytree=0.8; tree_method=hist; device=cuda; n_jobs=-1","max_depth=4; learning_rate=0.08"
"corn_factors_daily_v2","xgboost","2026-07-20-16-31-17-model-catalog-autodl","20","5","42","86.00198508984532","370","","objective=reg:squarederror; eval_metric=rmse; n_estimators=1200; early_stopping_rounds=60; subsample=0.8; colsample_bytree=0.8; tree_method=hist; device=cuda; n_jobs=-1","max_depth=4; learning_rate=0.03"
"corn_factors_daily_v2","xgboost","2026-07-20-16-31-17-model-catalog-autodl","20","5","2024","87.4830046476339","370","","objective=reg:squarederror; eval_metric=rmse; n_estimators=1200; early_stopping_rounds=60; subsample=0.8; colsample_bytree=0.8; tree_method=hist; device=cuda; n_jobs=-1","max_depth=4; learning_rate=0.03"
"corn_factors_daily_v2","xgboost","2026-07-20-16-31-17-model-catalog-autodl","20","5","3407","82.67910050603079","370","","objective=reg:squarederror; eval_metric=rmse; n_estimators=1200; early_stopping_rounds=60; subsample=0.8; colsample_bytree=0.8; tree_method=hist; device=cuda; n_jobs=-1","max_depth=4; learning_rate=0.08"
"corn_factors_daily_v2","xgboost","2026-07-20-16-31-17-model-catalog-autodl","20","10","42","82.19922906400976","740","","objective=reg:squarederror; eval_metric=rmse; n_estimators=1200; early_stopping_rounds=60; subsample=0.8; colsample_bytree=0.8; tree_method=hist; device=cuda; n_jobs=-1","max_depth=4; learning_rate=0.03"
"corn_factors_daily_v2","xgboost","2026-07-20-16-31-17-model-catalog-autodl","20","10","2024","85.1451096219624","740","","objective=reg:squarederror; eval_metric=rmse; n_estimators=1200; early_stopping_rounds=60; subsample=0.8; colsample_bytree=0.8; tree_method=hist; device=cuda; n_jobs=-1","max_depth=4; learning_rate=0.03"
"corn_factors_daily_v2","xgboost","2026-07-20-16-31-17-model-catalog-autodl","20","10","3407","84.53620550611446","740","","objective=reg:squarederror; eval_metric=rmse; n_estimators=1200; early_stopping_rounds=60; subsample=0.8; colsample_bytree=0.8; tree_method=hist; device=cuda; n_jobs=-1","max_depth=4; learning_rate=0.03"
"corn_factors_daily_v2","xgboost","2026-07-20-16-31-17-model-catalog-autodl","20","15","42","83.2129436465422","1110","","objective=reg:squarederror; eval_metric=rmse; n_estimators=1200; early_stopping_rounds=60; subsample=0.8; colsample_bytree=0.8; tree_method=hist; device=cuda; n_jobs=-1","max_depth=4; learning_rate=0.08"
"corn_factors_daily_v2","xgboost","2026-07-20-16-31-17-model-catalog-autodl","20","15","2024","88.70176851316646","1110","","objective=reg:squarederror; eval_metric=rmse; n_estimators=1200; early_stopping_rounds=60; subsample=0.8; colsample_bytree=0.8; tree_method=hist; device=cuda; n_jobs=-1","max_depth=4; learning_rate=0.08"
"corn_factors_daily_v2","xgboost","2026-07-20-16-31-17-model-catalog-autodl","20","15","3407","83.1911719697896","1110","","objective=reg:squarederror; eval_metric=rmse; n_estimators=1200; early_stopping_rounds=60; subsample=0.8; colsample_bytree=0.8; tree_method=hist; device=cuda; n_jobs=-1","max_depth=4; learning_rate=0.03"
"corn_factors_daily_v2","xgboost","2026-07-20-16-31-17-model-catalog-autodl","20","20","42","83.10565836193238","1480","","objective=reg:squarederror; eval_metric=rmse; n_estimators=1200; early_stopping_rounds=60; subsample=0.8; colsample_bytree=0.8; tree_method=hist; device=cuda; n_jobs=-1","max_depth=4; learning_rate=0.03"
"corn_factors_daily_v2","xgboost","2026-07-20-16-31-17-model-catalog-autodl","20","20","2024","83.43923200132167","1480","","objective=reg:squarederror; eval_metric=rmse; n_estimators=1200; early_stopping_rounds=60; subsample=0.8; colsample_bytree=0.8; tree_method=hist; device=cuda; n_jobs=-1","max_depth=4; learning_rate=0.08"
"corn_factors_daily_v2","xgboost","2026-07-20-16-31-17-model-catalog-autodl","20","20","3407","80.42874660092389","1480","","objective=reg:squarederror; eval_metric=rmse; n_estimators=1200; early_stopping_rounds=60; subsample=0.8; colsample_bytree=0.8; tree_method=hist; device=cuda; n_jobs=-1","max_depth=4; learning_rate=0.08"
