dataset_name,model_name,mode,status,result
corn_factors_daily_v2,patchtst,formal,PASS,"{""run_id"": ""2026-07-21-12-04-54-model-catalog-autodl"", ""status"": ""COMPLETED"", ""runner"": ""model-catalog-autodl"", ""started_at"": ""2026-07-21 12:04:54.288734"", ""operating_system"": ""Linux-5.15.0-101-generic-x86_64-with-glibc2.35"", ""python"": ""3.11.15 (main, Jun 11 2026, 15:20:16) [GCC 14.3.0]"", ""scikit_learn"": ""1.7.2"", ""torch"": ""2.12.1+cu130"", ""xgboost"": null, ""model_dependency"": null, ""model_source"": ""https://github.com/yuqinie98/PatchTST"", ""source_commit"": null, ""data_sha256"": ""B4AF1E478F69FE4BE55C29B5147CA7794CC06BC30823F7A57AE1E5D7DFD98191"", ""finished_at"": ""2026-07-21 12:08:45.088280"", ""n_predictions"": 22488, ""n_metric_rows"": 48, ""n_failures"": 0, ""results_path"": ""results/corn_factors_daily_v2/patchtst/2026-07-21-12-04-54-model-catalog-autodl"", ""checkpoints_path"": ""checkpoints/corn_factors_daily_v2/patchtst/2026-07-21-12-04-54-model-catalog-autodl"", ""report_path"": ""report/corn_factors_daily_v2/patchtst/2026-07-21-12-04-54-model-catalog-autodl""}"
corn_factors_daily_v2,itransformer,formal,PASS,"{""run_id"": ""2026-07-21-12-08-45-model-catalog-autodl"", ""status"": ""COMPLETED"", ""runner"": ""model-catalog-autodl"", ""started_at"": ""2026-07-21 12:08:45.133703"", ""operating_system"": ""Linux-5.15.0-101-generic-x86_64-with-glibc2.35"", ""python"": ""3.11.15 (main, Jun 11 2026, 15:20:16) [GCC 14.3.0]"", ""scikit_learn"": ""1.7.2"", ""torch"": ""2.12.1+cu130"", ""xgboost"": null, ""model_dependency"": null, ""model_source"": ""https://github.com/thuml/iTransformer"", ""source_commit"": null, ""data_sha256"": ""B4AF1E478F69FE4BE55C29B5147CA7794CC06BC30823F7A57AE1E5D7DFD98191"", ""finished_at"": ""2026-07-21 12:12:47.252821"", ""n_predictions"": 22488, ""n_metric_rows"": 48, ""n_failures"": 0, ""results_path"": ""results/corn_factors_daily_v2/itransformer/2026-07-21-12-08-45-model-catalog-autodl"", ""checkpoints_path"": ""checkpoints/corn_factors_daily_v2/itransformer/2026-07-21-12-08-45-model-catalog-autodl"", ""report_path"": ""report/corn_factors_daily_v2/itransformer/2026-07-21-12-08-45-model-catalog-autodl""}"
corn_飞天_daily_factors_v2,xgboost,formal,PASS,"{""run_id"": ""2026-07-21-12-12-47-model-catalog-autodl"", ""status"": ""COMPLETED"", ""runner"": ""model-catalog-autodl"", ""started_at"": ""2026-07-21 12:12:47.307026"", ""operating_system"": ""Linux-5.15.0-101-generic-x86_64-with-glibc2.35"", ""python"": ""3.11.15 (main, Jun 11 2026, 15:20:16) [GCC 14.3.0]"", ""scikit_learn"": ""1.7.2"", ""torch"": null, ""xgboost"": ""3.2.0"", ""model_dependency"": {""name"": ""xgboost"", ""version"": ""3.2.0""}, ""model_source"": ""https://github.com/dmlc/xgboost/releases/tag/v3.2.0"", ""source_commit"": null, ""data_sha256"": ""2B66E514EABFD598455F7D552074171EABF91327EE043DC0D61A6DFB7DEE1813"", ""finished_at"": ""2026-07-21 12:14:53.269981"", ""n_predictions"": 22488, ""n_metric_rows"": 48, ""n_failures"": 0, ""results_path"": ""results/corn_飞天_daily_factors_v2/xgboost/2026-07-21-12-12-47-model-catalog-autodl"", ""checkpoints_path"": ""checkpoints/corn_飞天_daily_factors_v2/xgboost/2026-07-21-12-12-47-model-catalog-autodl"", ""report_path"": ""report/corn_飞天_daily_factors_v2/xgboost/2026-07-21-12-12-47-model-catalog-autodl""}"
corn_飞天_daily_factors_v2,lstm,formal,PASS,"{""run_id"": ""2026-07-21-12-14-53-model-catalog-autodl"", ""status"": ""COMPLETED"", ""runner"": ""model-catalog-autodl"", ""started_at"": ""2026-07-21 12:14:53.291777"", ""operating_system"": ""Linux-5.15.0-101-generic-x86_64-with-glibc2.35"", ""python"": ""3.11.15 (main, Jun 11 2026, 15:20:16) [GCC 14.3.0]"", ""scikit_learn"": ""1.7.2"", ""torch"": ""2.12.1+cu130"", ""xgboost"": null, ""model_dependency"": null, ""model_source"": ""https://pytorch.org/docs/stable/generated/torch.nn.LSTM.html"", ""source_commit"": null, ""data_sha256"": ""2B66E514EABFD598455F7D552074171EABF91327EE043DC0D61A6DFB7DEE1813"", ""finished_at"": ""2026-07-21 12:17:24.928495"", ""n_predictions"": 22488, ""n_metric_rows"": 48, ""n_failures"": 0, ""results_path"": ""results/corn_飞天_daily_factors_v2/lstm/2026-07-21-12-14-53-model-catalog-autodl"", ""checkpoints_path"": ""checkpoints/corn_飞天_daily_factors_v2/lstm/2026-07-21-12-14-53-model-catalog-autodl"", ""report_path"": ""report/corn_飞天_daily_factors_v2/lstm/2026-07-21-12-14-53-model-catalog-autodl""}"
corn_飞天_daily_factors_v2,catboost,formal,PASS,"{""run_id"": ""2026-07-21-12-17-24-model-catalog-autodl"", ""status"": ""COMPLETED"", ""runner"": ""model-catalog-autodl"", ""started_at"": ""2026-07-21 12:17:24.950365"", ""operating_system"": ""Linux-5.15.0-101-generic-x86_64-with-glibc2.35"", ""python"": ""3.11.15 (main, Jun 11 2026, 15:20:16) [GCC 14.3.0]"", ""scikit_learn"": ""1.7.2"", ""torch"": null, ""xgboost"": null, ""model_dependency"": {""name"": ""catboost"", ""version"": ""1.2.8""}, ""model_source"": ""https://github.com/catboost/catboost"", ""source_commit"": null, ""data_sha256"": ""2B66E514EABFD598455F7D552074171EABF91327EE043DC0D61A6DFB7DEE1813"", ""finished_at"": ""2026-07-21 12:22:07.625645"", ""n_predictions"": 22488, ""n_metric_rows"": 48, ""n_failures"": 0, ""results_path"": ""results/corn_飞天_daily_factors_v2/catboost/2026-07-21-12-17-24-model-catalog-autodl"", ""checkpoints_path"": ""checkpoints/corn_飞天_daily_factors_v2/catboost/2026-07-21-12-17-24-model-catalog-autodl"", ""report_path"": ""report/corn_飞天_daily_factors_v2/catboost/2026-07-21-12-17-24-model-catalog-autodl""}"
corn_飞天_daily_factors_v2,rnn,formal,PASS,"{""run_id"": ""2026-07-21-12-22-07-model-catalog-autodl"", ""status"": ""COMPLETED"", ""runner"": ""model-catalog-autodl"", ""started_at"": ""2026-07-21 12:22:07.647011"", ""operating_system"": ""Linux-5.15.0-101-generic-x86_64-with-glibc2.35"", ""python"": ""3.11.15 (main, Jun 11 2026, 15:20:16) [GCC 14.3.0]"", ""scikit_learn"": ""1.7.2"", ""torch"": ""2.12.1+cu130"", ""xgboost"": null, ""model_dependency"": null, ""model_source"": ""https://pytorch.org/docs/stable/generated/torch.nn.RNN.html"", ""source_commit"": null, ""data_sha256"": ""2B66E514EABFD598455F7D552074171EABF91327EE043DC0D61A6DFB7DEE1813"", ""finished_at"": ""2026-07-21 12:24:22.588702"", ""n_predictions"": 22488, ""n_metric_rows"": 48, ""n_failures"": 0, ""results_path"": ""results/corn_飞天_daily_factors_v2/rnn/2026-07-21-12-22-07-model-catalog-autodl"", ""checkpoints_path"": ""checkpoints/corn_飞天_daily_factors_v2/rnn/2026-07-21-12-22-07-model-catalog-autodl"", ""report_path"": ""report/corn_飞天_daily_factors_v2/rnn/2026-07-21-12-22-07-model-catalog-autodl""}"
corn_飞天_daily_factors_v2,lnn,formal,PASS,"{""run_id"": ""2026-07-21-12-24-22-model-catalog-autodl"", ""status"": ""COMPLETED"", ""runner"": ""model-catalog-autodl"", ""started_at"": ""2026-07-21 12:24:22.610100"", ""operating_system"": ""Linux-5.15.0-101-generic-x86_64-with-glibc2.35"", ""python"": ""3.11.15 (main, Jun 11 2026, 15:20:16) [GCC 14.3.0]"", ""scikit_learn"": ""1.7.2"", ""torch"": ""2.12.1+cu130"", ""xgboost"": null, ""model_dependency"": null, ""model_source"": ""https://arxiv.org/abs/2006.04439"", ""source_commit"": null, ""data_sha256"": ""2B66E514EABFD598455F7D552074171EABF91327EE043DC0D61A6DFB7DEE1813"", ""finished_at"": ""2026-07-21 12:33:12.683640"", ""n_predictions"": 22488, ""n_metric_rows"": 48, ""n_failures"": 0, ""results_path"": ""results/corn_飞天_daily_factors_v2/lnn/2026-07-21-12-24-22-model-catalog-autodl"", ""checkpoints_path"": ""checkpoints/corn_飞天_daily_factors_v2/lnn/2026-07-21-12-24-22-model-catalog-autodl"", ""report_path"": ""report/corn_飞天_daily_factors_v2/lnn/2026-07-21-12-24-22-model-catalog-autodl""}"
corn_飞天_daily_factors_v2,simpletm,formal,PASS,"{""run_id"": ""2026-07-21-12-33-12-model-catalog-autodl"", ""status"": ""COMPLETED"", ""runner"": ""model-catalog-autodl"", ""started_at"": ""2026-07-21 12:33:12.705429"", ""operating_system"": ""Linux-5.15.0-101-generic-x86_64-with-glibc2.35"", ""python"": ""3.11.15 (main, Jun 11 2026, 15:20:16) [GCC 14.3.0]"", ""scikit_learn"": ""1.7.2"", ""torch"": ""2.12.1+cu130"", ""xgboost"": null, ""model_dependency"": null, ""model_source"": ""independent Transformer price-regression adaptation"", ""source_commit"": null, ""data_sha256"": ""2B66E514EABFD598455F7D552074171EABF91327EE043DC0D61A6DFB7DEE1813"", ""finished_at"": ""2026-07-21 12:36:46.559079"", ""n_predictions"": 22488, ""n_metric_rows"": 48, ""n_failures"": 0, ""results_path"": ""results/corn_飞天_daily_factors_v2/simpletm/2026-07-21-12-33-12-model-catalog-autodl"", ""checkpoints_path"": ""checkpoints/corn_飞天_daily_factors_v2/simpletm/2026-07-21-12-33-12-model-catalog-autodl"", ""report_path"": ""report/corn_飞天_daily_factors_v2/simpletm/2026-07-21-12-33-12-model-catalog-autodl""}"
corn_飞天_daily_factors_v2,tcn,formal,PASS,"{""run_id"": ""2026-07-21-12-36-46-model-catalog-autodl"", ""status"": ""COMPLETED"", ""runner"": ""model-catalog-autodl"", ""started_at"": ""2026-07-21 12:36:46.581088"", ""operating_system"": ""Linux-5.15.0-101-generic-x86_64-with-glibc2.35"", ""python"": ""3.11.15 (main, Jun 11 2026, 15:20:16) [GCC 14.3.0]"", ""scikit_learn"": ""1.7.2"", ""torch"": ""2.12.1+cu130"", ""xgboost"": null, ""model_dependency"": null, ""model_source"": ""https://arxiv.org/abs/1803.01271"", ""source_commit"": null, ""data_sha256"": ""2B66E514EABFD598455F7D552074171EABF91327EE043DC0D61A6DFB7DEE1813"", ""finished_at"": ""2026-07-21 12:38:49.429794"", ""n_predictions"": 22488, ""n_metric_rows"": 48, ""n_failures"": 0, ""results_path"": ""results/corn_飞天_daily_factors_v2/tcn/2026-07-21-12-36-46-model-catalog-autodl"", ""checkpoints_path"": ""checkpoints/corn_飞天_daily_factors_v2/tcn/2026-07-21-12-36-46-model-catalog-autodl"", ""report_path"": ""report/corn_飞天_daily_factors_v2/tcn/2026-07-21-12-36-46-model-catalog-autodl""}"
corn_飞天_daily_factors_v2,raft,formal,PASS,"{""run_id"": ""2026-07-21-12-38-49-model-catalog-autodl"", ""status"": ""COMPLETED"", ""runner"": ""model-catalog-autodl"", ""started_at"": ""2026-07-21 12:38:49.450694"", ""operating_system"": ""Linux-5.15.0-101-generic-x86_64-with-glibc2.35"", ""python"": ""3.11.15 (main, Jun 11 2026, 15:20:16) [GCC 14.3.0]"", ""scikit_learn"": ""1.7.2"", ""torch"": ""2.12.1+cu130"", ""xgboost"": null, ""model_dependency"": null, ""model_source"": ""https://github.com/archon159/RAFT"", ""source_commit"": null, ""data_sha256"": ""2B66E514EABFD598455F7D552074171EABF91327EE043DC0D61A6DFB7DEE1813"", ""finished_at"": ""2026-07-21 12:41:05.606109"", ""n_predictions"": 22488, ""n_metric_rows"": 48, ""n_failures"": 0, ""results_path"": ""results/corn_飞天_daily_factors_v2/raft/2026-07-21-12-38-49-model-catalog-autodl"", ""checkpoints_path"": ""checkpoints/corn_飞天_daily_factors_v2/raft/2026-07-21-12-38-49-model-catalog-autodl"", ""report_path"": ""report/corn_飞天_daily_factors_v2/raft/2026-07-21-12-38-49-model-catalog-autodl""}"
corn_factors_daily_v2,gradient_boosting,formal,PASS,"{""run_id"": ""2026-07-21-11-29-40-model-catalog-autodl"", ""status"": ""COMPLETED"", ""runner"": ""model-catalog-autodl"", ""started_at"": ""2026-07-21 11:29:40.651674"", ""operating_system"": ""Linux-5.15.0-101-generic-x86_64-with-glibc2.35"", ""python"": ""3.11.15 (main, Jun 11 2026, 15:20:16) [GCC 14.3.0]"", ""scikit_learn"": ""1.7.2"", ""torch"": null, ""xgboost"": null, ""model_dependency"": null, ""model_source"": ""https://scikit-learn.org/stable/modules/generated/sklearn.ensemble.GradientBoostingRegressor.html"", ""source_commit"": null, ""data_sha256"": ""B4AF1E478F69FE4BE55C29B5147CA7794CC06BC30823F7A57AE1E5D7DFD98191"", ""finished_at"": ""2026-07-21 12:41:40.634479"", ""n_predictions"": 22488, ""n_metric_rows"": 48, ""n_failures"": 0, ""results_path"": ""results/corn_factors_daily_v2/gradient_boosting/2026-07-21-11-29-40-model-catalog-autodl"", ""checkpoints_path"": ""checkpoints/corn_factors_daily_v2/gradient_boosting/2026-07-21-11-29-40-model-catalog-autodl"", ""report_path"": ""report/corn_factors_daily_v2/gradient_boosting/2026-07-21-11-29-40-model-catalog-autodl""}"
corn_飞天_daily_factors_v2,mafs,formal,PASS,"{""run_id"": ""2026-07-21-12-41-05-model-catalog-autodl"", ""status"": ""COMPLETED"", ""runner"": ""model-catalog-autodl"", ""started_at"": ""2026-07-21 12:41:05.628143"", ""operating_system"": ""Linux-5.15.0-101-generic-x86_64-with-glibc2.35"", ""python"": ""3.11.15 (main, Jun 11 2026, 15:20:16) [GCC 14.3.0]"", ""scikit_learn"": ""1.7.2"", ""torch"": ""2.12.1+cu130"", ""xgboost"": null, ""model_dependency"": null, ""model_source"": ""MAFS paper-aligned feature-selection price-regression adaptation"", ""source_commit"": null, ""data_sha256"": ""2B66E514EABFD598455F7D552074171EABF91327EE043DC0D61A6DFB7DEE1813"", ""finished_at"": ""2026-07-21 12:44:06.386465"", ""n_predictions"": 22488, ""n_metric_rows"": 48, ""n_failures"": 0, ""results_path"": ""results/corn_飞天_daily_factors_v2/mafs/2026-07-21-12-41-05-model-catalog-autodl"", ""checkpoints_path"": ""checkpoints/corn_飞天_daily_factors_v2/mafs/2026-07-21-12-41-05-model-catalog-autodl"", ""report_path"": ""report/corn_飞天_daily_factors_v2/mafs/2026-07-21-12-41-05-model-catalog-autodl""}"
corn_飞天_daily_factors_v2,dlinear,formal,PASS,"{""run_id"": ""2026-07-21-12-44-06-model-catalog-autodl"", ""status"": ""COMPLETED"", ""runner"": ""model-catalog-autodl"", ""started_at"": ""2026-07-21 12:44:06.407799"", ""operating_system"": ""Linux-5.15.0-101-generic-x86_64-with-glibc2.35"", ""python"": ""3.11.15 (main, Jun 11 2026, 15:20:16) [GCC 14.3.0]"", ""scikit_learn"": ""1.7.2"", ""torch"": ""2.12.1+cu130"", ""xgboost"": null, ""model_dependency"": null, ""model_source"": ""https://github.com/cure-lab/LTSF-Linear"", ""source_commit"": null, ""data_sha256"": ""2B66E514EABFD598455F7D552074171EABF91327EE043DC0D61A6DFB7DEE1813"", ""finished_at"": ""2026-07-21 12:46:02.662751"", ""n_predictions"": 22488, ""n_metric_rows"": 48, ""n_failures"": 0, ""results_path"": ""results/corn_飞天_daily_factors_v2/dlinear/2026-07-21-12-44-06-model-catalog-autodl"", ""checkpoints_path"": ""checkpoints/corn_飞天_daily_factors_v2/dlinear/2026-07-21-12-44-06-model-catalog-autodl"", ""report_path"": ""report/corn_飞天_daily_factors_v2/dlinear/2026-07-21-12-44-06-model-catalog-autodl""}"
corn_飞天_daily_factors_v2,xlinear,formal,PASS,"{""run_id"": ""2026-07-21-12-46-02-model-catalog-autodl"", ""status"": ""COMPLETED"", ""runner"": ""model-catalog-autodl"", ""started_at"": ""2026-07-21 12:46:02.690335"", ""operating_system"": ""Linux-5.15.0-101-generic-x86_64-with-glibc2.35"", ""python"": ""3.11.15 (main, Jun 11 2026, 15:20:16) [GCC 14.3.0]"", ""scikit_learn"": ""1.7.2"", ""torch"": ""2.12.1+cu130"", ""xgboost"": null, ""model_dependency"": null, ""model_source"": ""independent XLinear paper-based price-regression adaptation"", ""source_commit"": null, ""data_sha256"": ""2B66E514EABFD598455F7D552074171EABF91327EE043DC0D61A6DFB7DEE1813"", ""finished_at"": ""2026-07-21 12:47:42.844682"", ""n_predictions"": 22488, ""n_metric_rows"": 48, ""n_failures"": 0, ""results_path"": ""results/corn_飞天_daily_factors_v2/xlinear/2026-07-21-12-46-02-model-catalog-autodl"", ""checkpoints_path"": ""checkpoints/corn_飞天_daily_factors_v2/xlinear/2026-07-21-12-46-02-model-catalog-autodl"", ""report_path"": ""report/corn_飞天_daily_factors_v2/xlinear/2026-07-21-12-46-02-model-catalog-autodl""}"
corn_飞天_daily_factors_v2,patchtst,formal,PASS,"{""run_id"": ""2026-07-21-12-47-42-model-catalog-autodl"", ""status"": ""COMPLETED"", ""runner"": ""model-catalog-autodl"", ""started_at"": ""2026-07-21 12:47:42.872252"", ""operating_system"": ""Linux-5.15.0-101-generic-x86_64-with-glibc2.35"", ""python"": ""3.11.15 (main, Jun 11 2026, 15:20:16) [GCC 14.3.0]"", ""scikit_learn"": ""1.7.2"", ""torch"": ""2.12.1+cu130"", ""xgboost"": null, ""model_dependency"": null, ""model_source"": ""https://github.com/yuqinie98/PatchTST"", ""source_commit"": null, ""data_sha256"": ""2B66E514EABFD598455F7D552074171EABF91327EE043DC0D61A6DFB7DEE1813"", ""finished_at"": ""2026-07-21 12:51:16.794920"", ""n_predictions"": 22488, ""n_metric_rows"": 48, ""n_failures"": 0, ""results_path"": ""results/corn_飞天_daily_factors_v2/patchtst/2026-07-21-12-47-42-model-catalog-autodl"", ""checkpoints_path"": ""checkpoints/corn_飞天_daily_factors_v2/patchtst/2026-07-21-12-47-42-model-catalog-autodl"", ""report_path"": ""report/corn_飞天_daily_factors_v2/patchtst/2026-07-21-12-47-42-model-catalog-autodl""}"
corn_飞天_daily_factors_v2,itransformer,formal,PASS,"{""run_id"": ""2026-07-21-12-51-16-model-catalog-autodl"", ""status"": ""COMPLETED"", ""runner"": ""model-catalog-autodl"", ""started_at"": ""2026-07-21 12:51:16.823600"", ""operating_system"": ""Linux-5.15.0-101-generic-x86_64-with-glibc2.35"", ""python"": ""3.11.15 (main, Jun 11 2026, 15:20:16) [GCC 14.3.0]"", ""scikit_learn"": ""1.7.2"", ""torch"": ""2.12.1+cu130"", ""xgboost"": null, ""model_dependency"": null, ""model_source"": ""https://github.com/thuml/iTransformer"", ""source_commit"": null, ""data_sha256"": ""2B66E514EABFD598455F7D552074171EABF91327EE043DC0D61A6DFB7DEE1813"", ""finished_at"": ""2026-07-21 12:54:53.211296"", ""n_predictions"": 22488, ""n_metric_rows"": 48, ""n_failures"": 0, ""results_path"": ""results/corn_飞天_daily_factors_v2/itransformer/2026-07-21-12-51-16-model-catalog-autodl"", ""checkpoints_path"": ""checkpoints/corn_飞天_daily_factors_v2/itransformer/2026-07-21-12-51-16-model-catalog-autodl"", ""report_path"": ""report/corn_飞天_daily_factors_v2/itransformer/2026-07-21-12-51-16-model-catalog-autodl""}"
