date,open,high,low,close,volume,hold,settle,contract
2020-09-15,5800.0,5918.0,5800.0,5860.0,47,42,5868.0,P2109
2020-09-16,5874.0,5900.0,5856.0,5878.0,74,71,5888.0,P2109
2020-09-17,5912.0,6050.0,5898.0,5954.0,53,88,5984.0,P2109
2020-09-18,6000.0,6110.0,6000.0,6094.0,44,107,6076.0,P2109
2020-09-21,6064.0,6222.0,6050.0,6180.0,241,274,6180.0,P2109
2020-09-22,6128.0,6174.0,5912.0,5920.0,322,278,6056.0,P2109
2020-09-23,5970.0,6000.0,5780.0,5788.0,445,535,5862.0,P2109
2020-09-24,5800.0,5828.0,5666.0,5698.0,759,897,5728.0,P2109
2020-09-25,5680.0,5686.0,5604.0,5656.0,565,1110,5642.0,P2109
2020-09-28,5692.0,5766.0,5640.0,5700.0,455,1105,5702.0,P2109
2020-09-29,5738.0,5742.0,5658.0,5704.0,555,1087,5700.0,P2109
2020-09-30,5656.0,5656.0,5528.0,5550.0,326,1158,5580.0,P2109
2020-10-09,5650.0,5770.0,5650.0,5756.0,966,1466,5744.0,P2109
2020-10-12,5764.0,5896.0,5758.0,5888.0,355,1552,5846.0,P2109
2020-10-13,5850.0,5890.0,5760.0,5818.0,520,1729,5828.0,P2109
2020-10-14,5850.0,5850.0,5758.0,5804.0,369,1897,5808.0,P2109
2020-10-15,5786.0,5820.0,5688.0,5700.0,1221,2659,5740.0,P2109
2020-10-16,5660.0,5660.0,5554.0,5586.0,1744,3199,5586.0,P2109
2020-10-19,5610.0,5632.0,5438.0,5464.0,1634,3980,5534.0,P2109
2020-10-20,5468.0,5520.0,5400.0,5518.0,1833,4769,5448.0,P2109
2020-10-21,5552.0,5590.0,5494.0,5560.0,1998,5095,5544.0,P2109
2020-10-22,5544.0,5570.0,5440.0,5570.0,1370,5396,5522.0,P2109
2020-10-23,5558.0,5600.0,5524.0,5524.0,1871,5524,5572.0,P2109
2020-10-26,5572.0,5628.0,5516.0,5588.0,1702,5811,5594.0,P2109
2020-10-27,5662.0,5680.0,5602.0,5630.0,1395,5925,5638.0,P2109
2020-10-28,5612.0,5666.0,5558.0,5638.0,1485,5931,5610.0,P2109
2020-10-29,5584.0,5636.0,5520.0,5610.0,1417,5903,5576.0,P2109
2020-10-30,5576.0,5642.0,5520.0,5532.0,2189,5863,5588.0,P2109
2020-11-02,5552.0,5552.0,5460.0,5478.0,1727,5909,5504.0,P2109
2020-11-03,5496.0,5652.0,5490.0,5636.0,1820,5498,5576.0,P2109
2020-11-04,5660.0,5720.0,5604.0,5670.0,1974,5262,5668.0,P2109
2020-11-05,5706.0,5798.0,5670.0,5792.0,2532,5251,5732.0,P2109
2020-11-06,5802.0,5904.0,5800.0,5842.0,3582,5709,5846.0,P2109
2020-11-09,5800.0,5936.0,5748.0,5758.0,3128,5691,5858.0,P2109
2020-11-10,5840.0,5878.0,5790.0,5810.0,2022,5504,5832.0,P2109
2020-11-11,5852.0,6000.0,5838.0,5976.0,2737,5761,5934.0,P2109
2020-11-12,6000.0,6012.0,5954.0,5986.0,1876,6153,5984.0,P2109
2020-11-13,6000.0,6056.0,5980.0,6038.0,4369,7971,6022.0,P2109
2020-11-16,6048.0,6128.0,6014.0,6030.0,3169,8174,6056.0,P2109
2020-11-17,6030.0,6182.0,6028.0,6170.0,4217,9641,6112.0,P2109
2020-11-18,6160.0,6202.0,6126.0,6126.0,3932,10481,6164.0,P2109
2020-11-19,6110.0,6318.0,6110.0,6310.0,4891,11347,6260.0,P2109
2020-11-20,6276.0,6292.0,6150.0,6168.0,4797,12181,6242.0,P2109
2020-11-23,6180.0,6210.0,6066.0,6086.0,4564,12754,6110.0,P2109
2020-11-24,6136.0,6150.0,6060.0,6116.0,3005,12927,6098.0,P2109
2020-11-25,6072.0,6130.0,6028.0,6094.0,10196,12170,6062.0,P2109
2020-11-26,6100.0,6120.0,6046.0,6070.0,2135,12340,6084.0,P2109
2020-11-27,6058.0,6150.0,6038.0,6092.0,7317,14277,6088.0,P2109
2020-11-30,6148.0,6198.0,6008.0,6020.0,6600,15293,6104.0,P2109
2020-12-01,6048.0,6056.0,5940.0,6042.0,4662,15999,6010.0,P2109
2020-12-02,6060.0,6068.0,5904.0,5912.0,3248,16469,5988.0,P2109
2020-12-03,5900.0,5998.0,5856.0,5990.0,4497,16614,5924.0,P2109
2020-12-04,5994.0,6048.0,5938.0,6028.0,4232,16540,6012.0,P2109
2020-12-07,6068.0,6116.0,6026.0,6054.0,3763,16961,6062.0,P2109
2020-12-08,6036.0,6086.0,5952.0,5954.0,4200,17122,6024.0,P2109
2020-12-09,5964.0,5992.0,5918.0,5962.0,6023,18664,5956.0,P2109
